#Coverage (X)	Coverage
1.0	99.99979794152932
2.0	99.99909073688198
3.0	99.99838353223464
4.0	99.99787838605796
5.0	99.99757529835196
6.0	99.99732272526363
7.0	99.99707015217528
8.0	99.99701963755761
9.0	99.99686809370462
10.0	99.99651449138095
11.0	99.99636294752794
12.0	99.99605985982194
13.0	99.99474647976258
14.0	99.9942413335859
15.0	99.9937867020269
16.0	99.99282692429122
17.0	99.99196817579087
18.0	99.9898970764665
19.0	99.9854012754941
20.0	99.9748437204016
21.0	99.95165751089222
22.0	99.90735619119783
23.0	99.81087327145292
24.0	99.65746037759676
25.0	99.39958325440425
26.0	99.0032960788028
27.0	98.42015533244933
28.0	97.54837406074382
29.0	96.34627770411063
30.0	94.75057144661237
31.0	92.74599987371346
32.0	90.17182547199596
33.0	87.00370019574414
34.0	83.22535833806907
35.0	78.92661488918355
36.0	74.07236218980867
37.0	68.76585211845678
38.0	63.03956557428806
39.0	57.038833112331886
40.0	50.93995074824778
41.0	44.89698806592158
42.0	39.00764033592222
43.0	33.394456020711004
44.0	28.21751594367622
45.0	23.48859001073437
46.0	19.298806592157618
47.0	15.60644061375261
48.0	12.458420155332462
49.0	9.793723558754834
50.0	7.584618298920276
51.0	5.778064027277921
