#Insert size (bp)	insert size
167.0	1.0
170.0	1.0
171.0	1.0
172.0	2.0
173.0	1.0
175.0	3.0
176.0	1.0
177.0	1.0
179.0	2.0
180.0	2.0
181.0	2.0
182.0	5.0
183.0	5.0
184.0	6.0
185.0	2.0
186.0	4.0
187.0	2.0
188.0	8.0
189.0	10.0
190.0	4.0
191.0	6.0
192.0	8.0
193.0	9.0
194.0	12.0
195.0	12.0
196.0	10.0
197.0	17.0
198.0	22.0
199.0	24.0
200.0	13.0
201.0	21.0
202.0	30.0
203.0	33.0
204.0	30.0
205.0	28.0
206.0	36.0
207.0	43.0
208.0	42.0
209.0	48.0
210.0	65.0
211.0	63.0
212.0	59.0
213.0	78.0
214.0	97.0
215.0	82.0
216.0	98.0
217.0	102.0
218.0	110.0
219.0	135.0
220.0	149.0
221.0	155.0
222.0	183.0
223.0	164.0
224.0	211.0
225.0	217.0
226.0	199.0
227.0	244.0
228.0	274.0
229.0	317.0
230.0	313.0
231.0	337.0
232.0	362.0
233.0	420.0
234.0	460.0
235.0	474.0
236.0	505.0
237.0	473.0
238.0	624.0
239.0	642.0
240.0	640.0
241.0	675.0
242.0	728.0
243.0	796.0
244.0	859.0
245.0	917.0
246.0	988.0
247.0	1043.0
248.0	1029.0
249.0	1076.0
250.0	1209.0
251.0	1274.0
252.0	1359.0
253.0	1418.0
254.0	1525.0
255.0	1550.0
256.0	1559.0
257.0	1764.0
258.0	1827.0
259.0	1943.0
260.0	1961.0
261.0	2072.0
262.0	2244.0
263.0	2283.0
264.0	2258.0
265.0	2378.0
266.0	2466.0
267.0	2595.0
268.0	2707.0
269.0	2819.0
270.0	2992.0
271.0	2931.0
272.0	3105.0
273.0	3231.0
274.0	3373.0
275.0	3333.0
276.0	3466.0
277.0	3563.0
278.0	3682.0
279.0	3703.0
280.0	3853.0
281.0	3948.0
282.0	4018.0
283.0	4012.0
284.0	4053.0
285.0	4195.0
286.0	4198.0
287.0	4360.0
288.0	4400.0
289.0	4387.0
290.0	4452.0
291.0	4534.0
292.0	4619.0
293.0	4605.0
294.0	4746.0
295.0	4620.0
296.0	4679.0
297.0	4578.0
298.0	4681.0
299.0	4677.0
300.0	4750.0
301.0	4832.0
302.0	4634.0
303.0	4694.0
304.0	4578.0
305.0	4605.0
306.0	4705.0
307.0	4645.0
308.0	4524.0
309.0	4566.0
310.0	4324.0
311.0	4319.0
312.0	4187.0
313.0	4269.0
314.0	4200.0
315.0	4195.0
316.0	3998.0
317.0	4021.0
318.0	3934.0
319.0	3751.0
320.0	3647.0
321.0	3609.0
322.0	3561.0
323.0	3576.0
324.0	3332.0
325.0	3311.0
326.0	3263.0
327.0	3011.0
328.0	3026.0
329.0	2951.0
330.0	2791.0
331.0	2743.0
332.0	2559.0
333.0	2575.0
334.0	2405.0
335.0	2291.0
336.0	2348.0
337.0	2093.0
338.0	2029.0
339.0	2064.0
340.0	1930.0
341.0	1734.0
342.0	1716.0
343.0	1624.0
344.0	1537.0
345.0	1440.0
346.0	1402.0
347.0	1302.0
348.0	1284.0
349.0	1203.0
350.0	1167.0
351.0	1079.0
352.0	1019.0
353.0	918.0
354.0	907.0
355.0	807.0
356.0	750.0
357.0	701.0
358.0	677.0
359.0	701.0
360.0	614.0
361.0	540.0
362.0	484.0
363.0	502.0
364.0	466.0
365.0	412.0
366.0	432.0
367.0	389.0
368.0	385.0
369.0	346.0
370.0	295.0
371.0	270.0
372.0	227.0
373.0	241.0
374.0	215.0
375.0	199.0
376.0	188.0
377.0	165.0
378.0	159.0
379.0	146.0
380.0	130.0
381.0	123.0
382.0	109.0
383.0	88.0
384.0	98.0
385.0	78.0
386.0	77.0
387.0	68.0
388.0	51.0
389.0	53.0
390.0	56.0
391.0	57.0
392.0	46.0
393.0	37.0
394.0	36.0
395.0	29.0
396.0	24.0
397.0	39.0
398.0	16.0
399.0	22.0
400.0	29.0
401.0	10.0
402.0	16.0
403.0	5.0
404.0	10.0
405.0	11.0
406.0	13.0
407.0	5.0
408.0	13.0
409.0	5.0
410.0	1.0
411.0	3.0
412.0	4.0
413.0	3.0
414.0	5.0
415.0	6.0
416.0	4.0
417.0	5.0
418.0	2.0
419.0	3.0
420.0	2.0
421.0	1.0
422.0	2.0
423.0	3.0
424.0	2.0
428.0	2.0
429.0	1.0
434.0	1.0
435.0	1.0
437.0	2.0
439.0	2.0
448.0	1.0
456.0	1.0
458.0	1.0
465.0	1.0
481.0	1.0
500.0	1.0
