#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	9.306567644786926E-6
5.0	0.0
6.0	0.0
7.0	0.0
8.0	9.306567644786926E-6
9.0	0.0
10.0	9.306567644786926E-6
11.0	1.861313528957385E-5
12.0	9.306567644786926E-6
13.0	2.791970293436078E-5
14.0	9.306567644786926E-6
15.0	0.0
16.0	1.861313528957385E-5
17.0	2.791970293436078E-5
18.0	8.375910880308233E-5
19.0	7.44525411582954E-5
20.0	1.8613135289573853E-4
21.0	2.7919702934360775E-4
22.0	6.607663027798718E-4
23.0	9.306567644786926E-4
24.0	0.0013215326055597432
25.0	0.0025965323728955525
26.0	0.0034527365962159495
27.0	0.004374086793049854
28.0	0.005704925966254386
29.0	0.007622078901080493
30.0	0.009418246456524369
31.0	0.010525728006254014
32.0	0.01226605615582917
33.0	0.013112953811504778
34.0	0.014555471796446753
35.0	0.016035216051967872
36.0	0.016323719648956268
37.0	0.017217150142855814
38.0	0.017822077039766963
39.0	0.019422806674670317
40.0	0.01981368251575136
41.0	0.02001842700393668
42.0	0.02150747782710259
43.0	0.02222408353575118
44.0	0.021609850071195244
45.0	0.02379689346772017
46.0	0.02350838987073178
47.0	0.024913681585094605
48.0	0.02549999534671618
49.0	0.025574447887874475
50.0	0.02620729448771998
51.0	0.02955765883984328
52.0	0.025416236237913097
53.0	0.029427366892816265
54.0	0.029185396134051803
55.0	0.030860578310113445
56.0	0.029194702701696593
57.0	0.030395249927874103
58.0	0.031074629365943553
59.0	0.030246344845557514
60.0	0.030106746330885704
61.0	0.029110943592893502
62.0	0.027780104419688978
63.0	0.02737061544331835
64.0	0.02565820699667756
65.0	0.023322258517836036
66.0	0.02141441215065472
67.0	0.019050543968878838
68.0	0.016910033410577847
69.0	0.013671347870191997
70.0	0.01186587374710333
71.0	0.009669523782933615
72.0	0.0077058380098835744
73.0	0.006421531674902979
74.0	0.005500181478069073
75.0	0.004467152469497725
76.0	0.003955291249034443
77.0	0.0038901452755209353
78.0	0.0038529190049417877
79.0	0.002931568808107882
80.0	0.002494160128802896
81.0	0.00227080250532801
82.0	0.0015635033643242036
83.0	0.0013401457408493175
84.0	8.468976556756104E-4
85.0	8.375910880308234E-4
86.0	6.235400322007241E-4
87.0	4.1879554401541173E-4
88.0	2.791970293436078E-4
89.0	1.6751821760616466E-4
90.0	9.306567644786925E-5
91.0	9.306567644786927E-5
92.0	6.514597351350848E-5
93.0	4.653283822393463E-5
94.0	3.72262705791477E-5
95.0	9.306567644786926E-6
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
