#Position (bp)	insert size
80556.0	298.29278794402586
241667.0	298.5806712494945
402778.0	300.00538748445916
563889.0	299.2685143116765
725000.0	300.02998909487457
886111.0	300.89210397253555
1047222.0	300.8729216152019
1208333.0	299.9474566797093
1369444.0	300.6832627118644
1530555.0	300.21913190054784
1691666.0	299.56663275686674
1852777.0	300.4641719745223
2013888.0	300.2026825633383
2174999.0	299.42169728783904
2336110.0	298.91770833333334
2497221.0	297.3757707653246
2658332.0	297.8568896765618
2819443.0	297.4209595959596
2980554.0	298.0566265060241
3141665.0	296.64655581947744
3302776.0	295.60339085679686
3463887.0	300.3311582381729
3624998.0	299.6210677457251
3786109.0	299.0374665477253
3947220.0	300.3742824339839
4108331.0	298.3939393939394
4269442.0	301.52734375
4430553.0	0.0
4591664.0	0.0
4752775.0	299.8075117370892
4913886.0	299.89222373806274
5074997.0	300.1565040650407
5236108.0	299.7304625199362
5397219.0	0.0
5558330.0	299.00570125427595
5719441.0	299.13565217391306
5880552.0	299.582783641161
6041663.0	300.1381276730556
6202774.0	304.1217391304348
6363885.0	0.0
6524996.0	0.0
6686107.0	0.0
6847218.0	300.8288288288288
7008329.0	0.0
7169440.0	295.5524475524476
7330551.0	0.0
7491662.0	0.0
7652773.0	0.0
7813884.0	299.15539568345326
7974995.0	301.05940594059405
8136106.0	300.9837837837838
8297217.0	296.5328947368421
8458328.0	0.0
8619439.0	299.4185724185724
8780550.0	299.07439553626784
8941661.0	298.5433854907539
9102772.0	0.0
9263883.0	301.23104693140795
9424994.0	300.1608360836084
9586105.0	299.77358490566036
9747216.0	0.0
9908327.0	0.0
1.0069438E7	300.9544827586207
1.0230549E7	301.52872444011683
1.039166E7	301.39214175654854
1.0552771E7	300.6011860637509
1.0713882E7	299.420744314266
1.0874993E7	0.0
1.1036104E7	0.0
1.1197215E7	0.0
1.1358326E7	0.0
1.1519437E7	0.0
1.1680548E7	300.9581151832461
1.1841659E7	299.85114503816794
1.200277E7	299.8473895582329
1.2163881E7	0.0
1.2324992E7	0.0
1.2486103E7	0.0
1.2647214E7	0.0
1.2808325E7	0.0
1.2969436E7	303.3159609120521
1.3130547E7	299.88215297450427
1.3291658E7	300.6836393989983
1.3452769E7	297.6904761904762
1.361388E7	301.1997471554994
1.3774991E7	299.851431275136
1.3936102E7	300.69156061620896
1.4097213E7	301.5104895104895
1.4258324E7	299.84872298624754
1.4419435E7	299.18518518518516
1.4580546E7	0.0
1.4741657E7	300.9404761904762
1.4902768E7	0.0
1.5063879E7	0.0
1.522499E7	303.05263157894734
1.5386101E7	301.31060606060606
1.5547212E7	299.1121495327103
1.5708323E7	0.0
1.5869434E7	300.0920745920746
1.6030545E7	299.0927152317881
1.6191656E7	0.0
1.6352767E7	300.1080459770115
1.6513878E7	299.8314059646987
1.6674989E7	300.0876757650951
1.68361E7	0.0
1.6997211E7	0.0
1.7158322E7	300.1374045801527
1.7319433E7	300.8467023172906
1.7480544E7	300.08683905827866
1.7641655E7	299.7742552610003
1.7802766E7	300.48026315789474
1.7963877E7	300.4363114459993
1.8124988E7	299.75342465753425
1.8286099E7	300.91346153846155
1.844721E7	299.9597682119205
1.8608321E7	299.7442905278922
1.8769432E7	300.0673575129534
1.8930543E7	0.0
1.9091654E7	0.0
1.9252765E7	301.7405247813411
1.9413876E7	301.44144144144144
1.9574987E7	300.07166666666666
1.9736098E7	299.79575084500243
1.9897209E7	299.3097934710193
2.005832E7	299.696897888841
2.0219431E7	300.02113133940185
2.0380542E7	300.49705449189986
2.0541653E7	300.63090737240077
2.0702764E7	300.3288920056101
2.0863875E7	0.0
2.1024986E7	0.0
2.1186097E7	300.89419291338584
2.1347208E7	299.2937884722999
2.1508319E7	301.81481481481484
2.166943E7	300.8322056833559
2.1830541E7	0.0
2.1991652E7	0.0
2.2152763E7	0.0
2.2313874E7	0.0
2.2474985E7	0.0
2.2636096E7	300.7015985790409
2.2797207E7	0.0
2.2958318E7	296.046875
2.3119429E7	298.1029836381136
2.328054E7	297.29411764705884
2.3441651E7	300.5797058823529
2.3602762E7	299.4869918699187
2.3763873E7	300.4115853658537
2.3924984E7	299.3626373626374
2.4086095E7	0.0
2.4247206E7	0.0
2.4408317E7	298.28
2.4569428E7	300.2014742014742
2.4730539E7	302.1907894736842
2.489165E7	301.2621127879269
2.5052761E7	299.25006431695397
2.5213872E7	299.9607887579329
2.5374983E7	300.22068425176286
2.5536094E7	300.0612295488349
2.5697205E7	300.8487394957983
2.5858316E7	301.359477124183
2.6019427E7	0.0
2.6180538E7	0.0
2.6341649E7	0.0
2.650276E7	0.0
2.6663871E7	0.0
2.6824982E7	0.0
2.6986093E7	0.0
2.7147204E7	0.0
2.7308315E7	0.0
2.7469426E7	0.0
2.7630537E7	0.0
2.7791648E7	0.0
2.7952759E7	0.0
2.811387E7	0.0
2.8274981E7	0.0
2.8436092E7	0.0
2.8597203E7	0.0
2.8758314E7	0.0
2.8919425E7	0.0
2.9080536E7	0.0
2.9241647E7	0.0
2.9402758E7	0.0
2.9563869E7	0.0
2.972498E7	0.0
2.9886091E7	0.0
3.0047202E7	0.0
3.0208313E7	301.7672131147541
3.0369424E7	304.80882352941177
3.0530535E7	0.0
3.0691646E7	0.0
3.0852757E7	0.0
3.1013868E7	0.0
3.1174979E7	0.0
3.133609E7	300.72945570971183
3.1497201E7	300.3752164234479
3.1658312E7	299.4602169981917
3.1819423E7	299.7418285172904
3.1980534E7	299.79521006697786
3.2141645E7	300.507289794288
3.2302756E7	299.45405195812333
3.2463867E7	300.640549273021
3.2624978E7	300.5171370967742
3.2786089E7	300.2588381228034
3.29472E7	300.3992857142857
3.3108311E7	300.6734372952431
3.3269422E7	300.9695664656905
3.3430533E7	299.98836862511183
3.3591644E7	300.1342620035566
3.3752755E7	300.2169533169533
3.3913866E7	301.86746987951807
3.4074977E7	300.1827485380117
3.4236088E7	300.49615187275526
3.4397199E7	300.56235912847484
3.455831E7	300.0477235326385
3.4719421E7	299.9311353363467
3.4880532E7	299.1838414063961
3.5041643E7	299.4029488010369
3.5202754E7	300.08993522670653
3.5363865E7	299.7345717884131
3.5524976E7	299.6462617567352
3.5686087E7	299.4388914129941
3.5847198E7	300.68281101614434
3.6008309E7	300.51372924648786
3.616942E7	300.70931882686847
3.6330531E7	293.8476821192053
3.6491642E7	299.45811965811964
3.6652753E7	300.54938271604937
3.6813864E7	300.39920649914984
3.6974975E7	299.8372975708502
3.7136086E7	300.27031593174524
3.7297197E7	300.37415881561236
3.7458308E7	300.15269151138716
3.7619419E7	304.5859375
3.778053E7	300.7335390946502
3.7941641E7	300.19703291608715
3.8102752E7	299.9116279069767
3.8263863E7	299.8827004219409
3.8424974E7	300.3393552957846
3.8586085E7	299.3832741860824
3.8747196E7	300.3353692393115
3.8908307E7	299.29134948096885
3.9069418E7	299.6466257668712
3.9230529E7	0.0
3.939164E7	0.0
3.9552751E7	0.0
3.9713862E7	0.0
3.9874973E7	0.0
4.0036084E7	0.0
4.0197195E7	303.43265306122447
4.0358306E7	0.0
4.0519417E7	0.0
4.0680528E7	299.9777365491651
4.0841639E7	0.0
4.100275E7	300.45745454545454
4.1163861E7	300.265306122449
4.1324972E7	298.99888475836434
4.1486083E7	299.9737118822292
4.1647194E7	0.0
4.1808305E7	0.0
4.1969416E7	298.96946564885496
4.2130527E7	300.5695390781563
4.2291638E7	300.52585365853656
4.2452749E7	300.33865814696486
4.261386E7	297.1474358974359
4.2774971E7	300.0138888888889
4.2936082E7	301.515923566879
4.3097193E7	0.0
4.3258304E7	295.5973154362416
4.3419415E7	299.6043165467626
4.3580526E7	299.7300512445095
