#Coverage (X)	Coverage
1.0	99.99974742691167
2.0	99.99883816379365
3.0	99.99777735682262
4.0	99.99737323988128
5.0	99.99696912293994
6.0	99.99671654985161
7.0	99.99605985982194
8.0	99.99575677211593
9.0	99.9956557428806
10.0	99.99499905285091
11.0	99.99444339205658
12.0	99.99388773126223
13.0	99.99343309970322
14.0	99.99333207046789
15.0	99.99302898276189
16.0	99.99151354423186
17.0	99.9902001641725
18.0	99.98853318178948
19.0	99.98040032834501
20.0	99.9647407968681
21.0	99.93564437709162
22.0	99.87063206415357
23.0	99.7758161267917
24.0	99.64604407400391
25.0	99.42271894929596
26.0	99.09255540822126
27.0	98.56629412136137
28.0	97.80125023678727
29.0	96.75019258697986
30.0	95.32214434551999
31.0	93.45623539811834
32.0	91.06795478941719
33.0	88.08092441750331
34.0	84.45922838921513
35.0	80.26808107596136
36.0	75.41281808423312
37.0	70.04447812085621
38.0	64.2706573214624
39.0	58.19960851171307
40.0	51.976106585843276
41.0	45.76341478815432
42.0	39.72479636294753
43.0	33.94339837090358
44.0	28.55480204584201
45.0	23.653318178948027
46.0	19.311435246574476
47.0	15.540872640020211
48.0	12.316878196628153
49.0	9.6018690408537
50.0	7.41539432973417
51.0	5.6650628275557295
