#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	9.329576623812812E-6
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	9.329576623812812E-6
10.0	1.8659153247625624E-5
11.0	9.329576623812812E-6
12.0	1.8659153247625624E-5
13.0	1.8659153247625624E-5
14.0	9.329576623812812E-6
15.0	0.0
16.0	3.731830649525125E-5
17.0	3.731830649525125E-5
18.0	8.396618961431531E-5
19.0	8.39661896143153E-5
20.0	1.5860280260481782E-4
21.0	3.265351818334484E-4
22.0	5.317858675573303E-4
23.0	9.796055455003451E-4
24.0	0.0014087660701957347
25.0	0.002677588491034277
26.0	0.0034985912339298045
27.0	0.004422219319687273
28.0	0.005858974119754446
29.0	0.007752878174388446
30.0	0.009432201966674752
31.0	0.01045845539529416
32.0	0.012520291829156793
33.0	0.013331964995428507
34.0	0.014871345138357622
35.0	0.015794973224115088
36.0	0.016765249192991622
37.0	0.01720373929431082
38.0	0.017259716754053703
39.0	0.019256246151549642
40.0	0.020142555930811858
41.0	0.020217192543802363
42.0	0.021150150206183643
43.0	0.02155132200100759
44.0	0.022633552889369885
45.0	0.02310003172056052
46.0	0.024247569645289496
47.0	0.024182262608922808
48.0	0.025133879424551708
49.0	0.026132144123299686
50.0	0.02617879200641875
51.0	0.02996660011568675
52.0	0.025469744183008975
53.0	0.027979400294814622
54.0	0.02975201985333906
55.0	0.030479726829996452
56.0	0.029388166365010356
57.0	0.030386431063758323
58.0	0.029882633926072433
59.0	0.030573022596234584
60.0	0.029621405780605674
61.0	0.029462802978000857
62.0	0.028399231242886198
63.0	0.0273823073908906
64.0	0.025758961058347175
65.0	0.023128020450431958
66.0	0.0213367417386599
67.0	0.0198813277853451
68.0	0.016438714011158175
69.0	0.013723807213628645
70.0	0.011829903158994647
71.0	0.00995465825760827
72.0	0.007874162670498012
73.0	0.006390759987311776
74.0	0.005028641800235105
75.0	0.004730095348273095
76.0	0.0037691489560203757
77.0	0.0042076390573395775
78.0	0.003647864459910809
79.0	0.002948146213124849
80.0	0.00255630399492471
81.0	0.0021271434702293214
82.0	0.0017166420987815574
83.0	0.0012688224208385424
84.0	8.489914727669659E-4
85.0	6.530703636668967E-4
86.0	7.556957065288377E-4
87.0	3.825126415763252E-4
88.0	2.518985688429459E-4
89.0	1.9592110910006904E-4
90.0	9.329576623812813E-5
91.0	9.329576623812812E-5
92.0	9.329576623812812E-5
93.0	1.8659153247625624E-5
94.0	2.7988729871438438E-5
95.0	9.329576623812812E-6
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
