#Insert size (bp)	insert size
153.0	1.0
157.0	1.0
164.0	1.0
167.0	1.0
169.0	1.0
171.0	2.0
173.0	1.0
174.0	2.0
176.0	1.0
177.0	1.0
178.0	1.0
179.0	2.0
180.0	4.0
181.0	2.0
182.0	1.0
183.0	2.0
184.0	2.0
185.0	3.0
186.0	1.0
187.0	3.0
188.0	1.0
189.0	4.0
190.0	11.0
191.0	14.0
192.0	5.0
193.0	6.0
194.0	15.0
195.0	7.0
196.0	6.0
197.0	16.0
198.0	21.0
199.0	13.0
200.0	17.0
201.0	28.0
202.0	25.0
203.0	30.0
204.0	25.0
205.0	41.0
206.0	40.0
207.0	31.0
208.0	40.0
209.0	40.0
210.0	57.0
211.0	55.0
212.0	68.0
213.0	78.0
214.0	80.0
215.0	70.0
216.0	110.0
217.0	125.0
218.0	123.0
219.0	122.0
220.0	145.0
221.0	156.0
222.0	184.0
223.0	186.0
224.0	219.0
225.0	211.0
226.0	209.0
227.0	242.0
228.0	289.0
229.0	325.0
230.0	308.0
231.0	387.0
232.0	371.0
233.0	401.0
234.0	464.0
235.0	449.0
236.0	482.0
237.0	574.0
238.0	584.0
239.0	627.0
240.0	657.0
241.0	699.0
242.0	735.0
243.0	835.0
244.0	878.0
245.0	909.0
246.0	1009.0
247.0	995.0
248.0	1057.0
249.0	1143.0
250.0	1246.0
251.0	1251.0
252.0	1293.0
253.0	1369.0
254.0	1508.0
255.0	1601.0
256.0	1642.0
257.0	1692.0
258.0	1826.0
259.0	1948.0
260.0	2020.0
261.0	2066.0
262.0	2117.0
263.0	2201.0
264.0	2316.0
265.0	2393.0
266.0	2512.0
267.0	2682.0
268.0	2721.0
269.0	2931.0
270.0	2797.0
271.0	3059.0
272.0	3177.0
273.0	3245.0
274.0	3415.0
275.0	3343.0
276.0	3447.0
277.0	3578.0
278.0	3653.0
279.0	3818.0
280.0	3833.0
281.0	3920.0
282.0	3975.0
283.0	4156.0
284.0	4158.0
285.0	4174.0
286.0	4214.0
287.0	4277.0
288.0	4340.0
289.0	4312.0
290.0	4455.0
291.0	4518.0
292.0	4549.0
293.0	4643.0
294.0	4625.0
295.0	4683.0
296.0	4816.0
297.0	4722.0
298.0	4725.0
299.0	4650.0
300.0	4606.0
301.0	4647.0
302.0	4845.0
303.0	4651.0
304.0	4641.0
305.0	4617.0
306.0	4531.0
307.0	4511.0
308.0	4537.0
309.0	4542.0
310.0	4393.0
311.0	4467.0
312.0	4269.0
313.0	4290.0
314.0	4220.0
315.0	4106.0
316.0	3974.0
317.0	3815.0
318.0	3922.0
319.0	3822.0
320.0	3769.0
321.0	3572.0
322.0	3582.0
323.0	3467.0
324.0	3342.0
325.0	3280.0
326.0	3191.0
327.0	3138.0
328.0	2994.0
329.0	2797.0
330.0	2854.0
331.0	2733.0
332.0	2617.0
333.0	2557.0
334.0	2424.0
335.0	2424.0
336.0	2270.0
337.0	2196.0
338.0	2054.0
339.0	1990.0
340.0	1868.0
341.0	1745.0
342.0	1704.0
343.0	1657.0
344.0	1541.0
345.0	1430.0
346.0	1419.0
347.0	1327.0
348.0	1290.0
349.0	1301.0
350.0	1112.0
351.0	1080.0
352.0	980.0
353.0	958.0
354.0	879.0
355.0	841.0
356.0	793.0
357.0	747.0
358.0	700.0
359.0	648.0
360.0	625.0
361.0	574.0
362.0	553.0
363.0	491.0
364.0	472.0
365.0	429.0
366.0	389.0
367.0	361.0
368.0	322.0
369.0	328.0
370.0	303.0
371.0	271.0
372.0	239.0
373.0	244.0
374.0	222.0
375.0	205.0
376.0	213.0
377.0	186.0
378.0	146.0
379.0	134.0
380.0	118.0
381.0	119.0
382.0	95.0
383.0	112.0
384.0	83.0
385.0	95.0
386.0	69.0
387.0	69.0
388.0	71.0
389.0	69.0
390.0	40.0
391.0	49.0
392.0	46.0
393.0	41.0
394.0	46.0
395.0	24.0
396.0	35.0
397.0	23.0
398.0	23.0
399.0	20.0
400.0	19.0
401.0	21.0
402.0	13.0
403.0	7.0
404.0	19.0
405.0	13.0
406.0	10.0
407.0	9.0
408.0	7.0
409.0	8.0
410.0	7.0
411.0	11.0
412.0	2.0
413.0	4.0
414.0	5.0
415.0	1.0
416.0	4.0
417.0	2.0
418.0	2.0
419.0	1.0
420.0	3.0
421.0	2.0
422.0	1.0
423.0	1.0
425.0	1.0
426.0	2.0
428.0	1.0
430.0	2.0
432.0	1.0
433.0	1.0
435.0	2.0
437.0	1.0
446.0	1.0
456.0	1.0
481.0	1.0
