#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	9.323661588378989E-6
7.0	0.0
8.0	9.323661588378989E-6
9.0	0.0
10.0	2.7970984765136967E-5
11.0	1.8647323176757978E-5
12.0	9.323661588378989E-6
13.0	2.7970984765136967E-5
14.0	9.323661588378989E-6
15.0	0.0
16.0	1.8647323176757978E-5
17.0	6.526563111865292E-5
18.0	7.458929270703191E-5
19.0	1.2120760064892686E-4
20.0	1.4917858541406382E-4
21.0	2.8903350923974863E-4
22.0	6.153616648330133E-4
23.0	0.0010256027747216887
24.0	0.0014265202230219851
25.0	0.0024707703209204315
26.0	0.003058161000988308
27.0	0.004540623193540567
28.0	0.00636806086486285
29.0	0.007384339977996158
30.0	0.009230424972495198
31.0	0.01040520633263095
32.0	0.012316556958248643
33.0	0.013593898595856564
34.0	0.014516941093106086
35.0	0.015682398791653458
36.0	0.016801238182258937
37.0	0.016978387752438137
38.0	0.0177056333563317
39.0	0.01904824062505827
40.0	0.01989669382960076
41.0	0.02052137915602215
42.0	0.0213418613757995
43.0	0.021509687284390327
44.0	0.022069106979693064
45.0	0.023476979879538295
46.0	0.023728718742424524
47.0	0.024530553639025118
48.0	0.025425625151509503
49.0	0.02591045555410521
50.0	0.026395285956700917
51.0	0.03011542693046413
52.0	0.025723982322337628
53.0	0.028810114308091075
54.0	0.029546683573573013
55.0	0.02984504074440114
56.0	0.03101049844294852
57.0	0.0294627706192776
58.0	0.03023663453111306
59.0	0.030115426930464127
60.0	0.03008745594569899
61.0	0.02944412329610084
62.0	0.02776586421019263
63.0	0.02736494676189233
64.0	0.025546832752158428
65.0	0.022917560184235554
66.0	0.021584276577097362
67.0	0.019598336658772635
68.0	0.016381673410781884
69.0	0.013761724504447386
70.0	0.01195293415630186
71.0	0.009855110298916591
72.0	0.007766610103119697
73.0	0.006349413541686092
74.0	0.0052119268279038535
75.0	0.004587241501482463
76.0	0.004242266022712439
77.0	0.00413970574524027
78.0	0.0037014936505864585
79.0	0.002936953400339381
80.0	0.0026665672142763912
81.0	0.002237678781210957
82.0	0.0016689354243198387
83.0	0.0011281630521938575
84.0	8.764241893076248E-4
85.0	7.27245603893561E-4
86.0	6.526563111865292E-4
87.0	4.0091744830029645E-4
88.0	2.610625244746117E-4
89.0	1.771495701792008E-4
90.0	8.39129542954109E-5
91.0	9.323661588378989E-5
92.0	9.323661588378989E-5
93.0	2.7970984765136967E-5
94.0	2.7970984765136967E-5
95.0	9.323661588378989E-6
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
