#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	9.33872489050345E-6
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	9.33872489050345E-6
9.0	0.0
10.0	9.33872489050345E-6
11.0	1.86774497810069E-5
12.0	2.8016174671510353E-5
13.0	9.33872489050345E-6
14.0	1.86774497810069E-5
15.0	0.0
16.0	9.33872489050345E-6
17.0	6.537107423352416E-5
18.0	6.537107423352416E-5
19.0	7.47097991240276E-5
20.0	1.4941959824805523E-4
21.0	3.175166462771173E-4
22.0	6.350332925542347E-4
23.0	9.432112139408485E-4
24.0	0.0015595670567140761
25.0	0.0023533586724068696
26.0	0.003007069414742111
27.0	0.004529281571894174
28.0	0.005920751580579187
29.0	0.007872545082694409
30.0	0.009039885694007339
31.0	0.010459371877363866
32.0	0.012653972226632174
33.0	0.01314892464582886
34.0	0.014736507877214446
35.0	0.01585715486407486
36.0	0.016604252855315135
37.0	0.017145898898964337
38.0	0.01765019004305152
39.0	0.018985627702393516
40.0	0.020984114828961255
41.0	0.01991950019144386
42.0	0.020377097711078533
43.0	0.021581793221953475
44.0	0.022104761815821668
45.0	0.023458876924944666
46.0	0.02370168377209776
47.0	0.024103248942389403
48.0	0.02549471895107442
49.0	0.026083058619176137
50.0	0.02609239734406664
51.0	0.029491693204209895
52.0	0.0254480253266219
53.0	0.028679224138736095
54.0	0.03052829166705578
55.0	0.02985590347493953
56.0	0.03042556569326024
57.0	0.029846564750049032
58.0	0.030715066164865853
59.0	0.030948534287128432
60.0	0.030014661798078088
61.0	0.02937028978063335
62.0	0.027651964400780715
63.0	0.027913448697714817
64.0	0.025251912103921328
65.0	0.023150699003558057
66.0	0.02134832509969089
67.0	0.019433886497137676
68.0	0.016949785676263766
69.0	0.014325603982032293
70.0	0.011813486986486864
71.0	0.009730951335904597
72.0	0.007386931388388229
73.0	0.006537107423352414
74.0	0.005154976139557905
75.0	0.004445233047879643
76.0	0.004342507074084104
77.0	0.003651441432186849
78.0	0.0038008610304349037
79.0	0.003137811563209159
80.0	0.0025774880697789528
81.0	0.0021479067248157935
82.0	0.0015782445064950832
83.0	0.0012700665851084693
84.0	8.031303405832968E-4
85.0	7.097430916782623E-4
86.0	5.136298689776899E-4
87.0	5.042911440871863E-4
88.0	2.988391964961104E-4
89.0	1.9611322270057246E-4
90.0	7.470979912402762E-5
91.0	5.60323493430207E-5
92.0	6.537107423352416E-5
93.0	3.73548995620138E-5
94.0	9.33872489050345E-6
95.0	1.86774497810069E-5
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
