#Insert size (bp)	insert size
155.0	1.0
164.0	1.0
167.0	1.0
168.0	1.0
169.0	1.0
171.0	2.0
175.0	1.0
176.0	1.0
177.0	1.0
178.0	2.0
179.0	2.0
180.0	2.0
183.0	4.0
184.0	6.0
185.0	5.0
186.0	4.0
187.0	5.0
188.0	3.0
189.0	7.0
190.0	5.0
191.0	10.0
192.0	9.0
193.0	11.0
194.0	9.0
195.0	10.0
196.0	8.0
197.0	18.0
198.0	15.0
199.0	14.0
200.0	14.0
201.0	24.0
202.0	26.0
203.0	31.0
204.0	30.0
205.0	35.0
206.0	36.0
207.0	36.0
208.0	50.0
209.0	56.0
210.0	63.0
211.0	68.0
212.0	85.0
213.0	85.0
214.0	98.0
215.0	95.0
216.0	79.0
217.0	115.0
218.0	118.0
219.0	139.0
220.0	140.0
221.0	156.0
222.0	172.0
223.0	182.0
224.0	205.0
225.0	190.0
226.0	212.0
227.0	256.0
228.0	281.0
229.0	323.0
230.0	307.0
231.0	337.0
232.0	387.0
233.0	402.0
234.0	445.0
235.0	473.0
236.0	515.0
237.0	522.0
238.0	572.0
239.0	635.0
240.0	660.0
241.0	682.0
242.0	726.0
243.0	860.0
244.0	854.0
245.0	912.0
246.0	963.0
247.0	1032.0
248.0	1087.0
249.0	1114.0
250.0	1197.0
251.0	1233.0
252.0	1330.0
253.0	1390.0
254.0	1522.0
255.0	1595.0
256.0	1672.0
257.0	1666.0
258.0	1844.0
259.0	1867.0
260.0	1994.0
261.0	2015.0
262.0	2120.0
263.0	2222.0
264.0	2315.0
265.0	2499.0
266.0	2580.0
267.0	2603.0
268.0	2590.0
269.0	2756.0
270.0	2791.0
271.0	2982.0
272.0	3106.0
273.0	3184.0
274.0	3319.0
275.0	3325.0
276.0	3477.0
277.0	3453.0
278.0	3560.0
279.0	3709.0
280.0	3834.0
281.0	3983.0
282.0	4003.0
283.0	4049.0
284.0	4109.0
285.0	4218.0
286.0	4246.0
287.0	4456.0
288.0	4412.0
289.0	4387.0
290.0	4437.0
291.0	4511.0
292.0	4536.0
293.0	4602.0
294.0	4688.0
295.0	4774.0
296.0	4683.0
297.0	4646.0
298.0	4718.0
299.0	4711.0
300.0	4603.0
301.0	4675.0
302.0	4795.0
303.0	4701.0
304.0	4739.0
305.0	4677.0
306.0	4716.0
307.0	4651.0
308.0	4519.0
309.0	4507.0
310.0	4462.0
311.0	4341.0
312.0	4283.0
313.0	4197.0
314.0	4179.0
315.0	4092.0
316.0	4033.0
317.0	4032.0
318.0	3942.0
319.0	3677.0
320.0	3689.0
321.0	3543.0
322.0	3629.0
323.0	3549.0
324.0	3325.0
325.0	3331.0
326.0	3234.0
327.0	3209.0
328.0	2968.0
329.0	2967.0
330.0	2810.0
331.0	2764.0
332.0	2547.0
333.0	2406.0
334.0	2471.0
335.0	2428.0
336.0	2192.0
337.0	2108.0
338.0	2032.0
339.0	1959.0
340.0	1923.0
341.0	1816.0
342.0	1716.0
343.0	1617.0
344.0	1580.0
345.0	1513.0
346.0	1426.0
347.0	1249.0
348.0	1256.0
349.0	1254.0
350.0	1113.0
351.0	1084.0
352.0	1049.0
353.0	970.0
354.0	957.0
355.0	866.0
356.0	790.0
357.0	768.0
358.0	674.0
359.0	668.0
360.0	653.0
361.0	538.0
362.0	528.0
363.0	504.0
364.0	464.0
365.0	448.0
366.0	398.0
367.0	377.0
368.0	353.0
369.0	342.0
370.0	296.0
371.0	266.0
372.0	282.0
373.0	252.0
374.0	224.0
375.0	187.0
376.0	186.0
377.0	182.0
378.0	159.0
379.0	121.0
380.0	132.0
381.0	117.0
382.0	111.0
383.0	93.0
384.0	79.0
385.0	88.0
386.0	72.0
387.0	76.0
388.0	70.0
389.0	57.0
390.0	57.0
391.0	57.0
392.0	33.0
393.0	31.0
394.0	33.0
395.0	31.0
396.0	36.0
397.0	24.0
398.0	20.0
399.0	16.0
400.0	28.0
401.0	12.0
402.0	15.0
403.0	14.0
404.0	8.0
405.0	8.0
406.0	9.0
407.0	5.0
408.0	7.0
409.0	7.0
410.0	4.0
411.0	4.0
412.0	2.0
413.0	4.0
414.0	1.0
415.0	1.0
416.0	3.0
417.0	2.0
418.0	3.0
420.0	1.0
421.0	1.0
423.0	1.0
426.0	1.0
435.0	2.0
439.0	1.0
442.0	1.0
446.0	1.0
465.0	1.0
488.0	1.0
