#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	1.8581143855215728E-5
7.0	0.0
8.0	0.0
9.0	0.0
10.0	1.8581143855215728E-5
11.0	9.290571927607864E-6
12.0	0.0
13.0	1.8581143855215728E-5
14.0	0.0
15.0	0.0
16.0	1.8581143855215728E-5
17.0	5.574343156564719E-5
18.0	9.290571927607865E-5
19.0	7.432457542086291E-5
20.0	1.6723029469694156E-4
21.0	3.065888736110595E-4
22.0	6.410494630049425E-4
23.0	9.383477646883942E-4
24.0	0.001430748076851611
25.0	0.0025549072800921625
26.0	0.0031402133115314584
27.0	0.004468765097179382
28.0	0.005880932030175778
29.0	0.007627559552566057
30.0	0.008974692482069196
31.0	0.01096287487457728
32.0	0.011687539484930693
33.0	0.013824371028280501
34.0	0.01478129993682411
35.0	0.015775391133078152
36.0	0.015979783715485526
37.0	0.01762421494667212
38.0	0.017819316957151884
39.0	0.01877624586569549
40.0	0.019528782191831726
41.0	0.020829462261696827
42.0	0.020996692556393772
43.0	0.021591289159760673
44.0	0.022687576647218398
45.0	0.023189267531309225
46.0	0.023607343268051584
47.0	0.02426697387491174
48.0	0.02549332936935598
49.0	0.02621799397970939
50.0	0.025511910513211195
51.0	0.030816827083875287
52.0	0.0251681593518897
53.0	0.02778810063547512
54.0	0.030240811624363595
55.0	0.02969266788063473
56.0	0.029971385038462965
57.0	0.03025939276821881
58.0	0.030928313947006576
59.0	0.030398751347132928
60.0	0.03016648704894273
61.0	0.029181686424616302
62.0	0.028020364933665318
63.0	0.027249247463673867
64.0	0.02579062767103943
65.0	0.023133524099743584
66.0	0.021777100598312834
67.0	0.019556653907614553
68.0	0.01661154260656286
69.0	0.01361068787394552
70.0	0.01260730610576387
71.0	0.009615741945074138
72.0	0.00760897840871084
73.0	0.0064848192054702885
74.0	0.005016908840908246
75.0	0.004580251960310677
76.0	0.0045152179568174215
77.0	0.003920621353450519
78.0	0.003530417332490988
79.0	0.003028726448400163
80.0	0.0024341298450332605
81.0	0.002248318406481103
82.0	0.0017373369504626705
83.0	0.001282098926009885
84.0	8.918949050503548E-4
85.0	7.339551822810212E-4
86.0	5.667248875840796E-4
87.0	4.6452859638039317E-4
88.0	2.3226429819019659E-4
89.0	2.4155487011780444E-4
90.0	1.0219629120368651E-4
91.0	6.503400349325506E-5
92.0	8.361514734847079E-5
93.0	2.787171578282359E-5
94.0	1.8581143855215728E-5
95.0	9.290571927607864E-6
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
