#Insert size (bp)	insert size
165.0	1.0
169.0	1.0
174.0	1.0
176.0	3.0
178.0	1.0
181.0	3.0
182.0	2.0
183.0	4.0
185.0	3.0
186.0	1.0
187.0	5.0
188.0	6.0
189.0	7.0
190.0	5.0
191.0	9.0
192.0	6.0
193.0	13.0
194.0	12.0
195.0	14.0
196.0	9.0
197.0	15.0
198.0	15.0
199.0	13.0
200.0	17.0
201.0	27.0
202.0	24.0
203.0	39.0
204.0	28.0
205.0	44.0
206.0	41.0
207.0	46.0
208.0	46.0
209.0	46.0
210.0	61.0
211.0	61.0
212.0	73.0
213.0	77.0
214.0	70.0
215.0	105.0
216.0	93.0
217.0	89.0
218.0	131.0
219.0	136.0
220.0	140.0
221.0	156.0
222.0	172.0
223.0	161.0
224.0	231.0
225.0	220.0
226.0	231.0
227.0	284.0
228.0	232.0
229.0	336.0
230.0	327.0
231.0	340.0
232.0	387.0
233.0	398.0
234.0	431.0
235.0	496.0
236.0	515.0
237.0	533.0
238.0	566.0
239.0	634.0
240.0	640.0
241.0	673.0
242.0	775.0
243.0	773.0
244.0	798.0
245.0	903.0
246.0	919.0
247.0	1022.0
248.0	1091.0
249.0	1108.0
250.0	1217.0
251.0	1310.0
252.0	1319.0
253.0	1438.0
254.0	1537.0
255.0	1579.0
256.0	1637.0
257.0	1741.0
258.0	1856.0
259.0	1820.0
260.0	1959.0
261.0	2053.0
262.0	2121.0
263.0	2290.0
264.0	2352.0
265.0	2430.0
266.0	2474.0
267.0	2784.0
268.0	2753.0
269.0	2918.0
270.0	2890.0
271.0	3050.0
272.0	3093.0
273.0	3108.0
274.0	3350.0
275.0	3353.0
276.0	3393.0
277.0	3542.0
278.0	3586.0
279.0	3724.0
280.0	3904.0
281.0	3958.0
282.0	4052.0
283.0	4183.0
284.0	4179.0
285.0	4183.0
286.0	4300.0
287.0	4284.0
288.0	4270.0
289.0	4585.0
290.0	4598.0
291.0	4520.0
292.0	4630.0
293.0	4625.0
294.0	4719.0
295.0	4676.0
296.0	4743.0
297.0	4740.0
298.0	4748.0
299.0	4688.0
300.0	4809.0
301.0	4801.0
302.0	4692.0
303.0	4794.0
304.0	4688.0
305.0	4691.0
306.0	4730.0
307.0	4556.0
308.0	4564.0
309.0	4433.0
310.0	4425.0
311.0	4427.0
312.0	4277.0
313.0	4258.0
314.0	4241.0
315.0	4188.0
316.0	4102.0
317.0	4004.0
318.0	3883.0
319.0	3812.0
320.0	3779.0
321.0	3632.0
322.0	3558.0
323.0	3595.0
324.0	3336.0
325.0	3311.0
326.0	3204.0
327.0	3123.0
328.0	3041.0
329.0	2857.0
330.0	2795.0
331.0	2776.0
332.0	2627.0
333.0	2530.0
334.0	2498.0
335.0	2313.0
336.0	2284.0
337.0	2127.0
338.0	2106.0
339.0	1960.0
340.0	1900.0
341.0	1683.0
342.0	1782.0
343.0	1682.0
344.0	1627.0
345.0	1542.0
346.0	1408.0
347.0	1320.0
348.0	1238.0
349.0	1185.0
350.0	1162.0
351.0	1074.0
352.0	1011.0
353.0	928.0
354.0	1004.0
355.0	841.0
356.0	796.0
357.0	752.0
358.0	733.0
359.0	664.0
360.0	597.0
361.0	650.0
362.0	523.0
363.0	516.0
364.0	467.0
365.0	425.0
366.0	406.0
367.0	387.0
368.0	379.0
369.0	337.0
370.0	316.0
371.0	285.0
372.0	263.0
373.0	235.0
374.0	243.0
375.0	184.0
376.0	205.0
377.0	169.0
378.0	159.0
379.0	133.0
380.0	125.0
381.0	111.0
382.0	114.0
383.0	84.0
384.0	78.0
385.0	81.0
386.0	75.0
387.0	74.0
388.0	56.0
389.0	53.0
390.0	48.0
391.0	39.0
392.0	36.0
393.0	21.0
394.0	34.0
395.0	16.0
396.0	29.0
397.0	22.0
398.0	31.0
399.0	17.0
400.0	15.0
401.0	11.0
402.0	15.0
403.0	14.0
404.0	14.0
405.0	10.0
406.0	5.0
407.0	6.0
408.0	7.0
409.0	8.0
410.0	7.0
411.0	11.0
412.0	6.0
413.0	4.0
414.0	1.0
415.0	2.0
416.0	1.0
417.0	5.0
418.0	3.0
419.0	3.0
420.0	1.0
421.0	2.0
422.0	3.0
423.0	3.0
424.0	1.0
425.0	2.0
428.0	2.0
429.0	1.0
434.0	2.0
438.0	2.0
452.0	1.0
466.0	1.0
