#Coverage (X)	Coverage
1.0	99.99984845614699
2.0	99.99924228073499
3.0	99.99873713455831
4.0	99.99813095914631
5.0	99.9976763275873
6.0	99.99747426911662
7.0	99.99671654985161
8.0	99.99611037443961
9.0	99.99590831596893
10.0	99.99575677211593
11.0	99.99545368440992
12.0	99.99520111132159
13.0	99.99494853823325
14.0	99.9942413335859
15.0	99.9917661173202
16.0	99.98984656184884
17.0	99.98671465555346
18.0	99.98014775525668
19.0	99.96570057460377
20.0	99.94408031824209
21.0	99.91230662372924
22.0	99.85482098882365
23.0	99.76404622087517
24.0	99.6181094904338
25.0	99.37094146618678
26.0	99.00001262865442
27.0	98.43283450148387
28.0	97.64379617351771
29.0	96.54298162530782
30.0	95.04754688387952
31.0	93.07333459619878
32.0	90.54295636799898
33.0	87.46161520489991
34.0	83.82436067437014
35.0	79.5491065227
36.0	74.72288943613057
37.0	69.47437014586096
38.0	63.844111889878135
39.0	57.94370145860959
40.0	51.973580854959906
41.0	45.98936667298099
42.0	40.17629601565953
43.0	34.56341478815432
44.0	29.31065227000063
45.0	24.43836585211845
46.0	20.07976258129696
47.0	16.205240891583003
48.0	12.905828124013382
49.0	10.094083475405697
50.0	7.756721601313387
51.0	5.863332701900617
