#Insert size (bp)	insert size
151.0	1.0
153.0	1.0
158.0	1.0
160.0	1.0
166.0	1.0
167.0	2.0
168.0	1.0
171.0	1.0
173.0	1.0
175.0	1.0
177.0	2.0
178.0	1.0
180.0	7.0
181.0	3.0
182.0	2.0
183.0	2.0
184.0	2.0
185.0	1.0
186.0	5.0
187.0	2.0
188.0	3.0
189.0	8.0
190.0	9.0
191.0	10.0
192.0	11.0
193.0	9.0
194.0	10.0
195.0	12.0
196.0	13.0
197.0	16.0
198.0	14.0
199.0	16.0
200.0	20.0
201.0	24.0
202.0	28.0
203.0	27.0
204.0	28.0
205.0	35.0
206.0	39.0
207.0	37.0
208.0	48.0
209.0	48.0
210.0	51.0
211.0	55.0
212.0	76.0
213.0	67.0
214.0	83.0
215.0	78.0
216.0	89.0
217.0	90.0
218.0	128.0
219.0	126.0
220.0	134.0
221.0	153.0
222.0	193.0
223.0	181.0
224.0	202.0
225.0	214.0
226.0	226.0
227.0	264.0
228.0	259.0
229.0	308.0
230.0	304.0
231.0	354.0
232.0	375.0
233.0	426.0
234.0	425.0
235.0	439.0
236.0	517.0
237.0	514.0
238.0	554.0
239.0	640.0
240.0	696.0
241.0	700.0
242.0	780.0
243.0	780.0
244.0	881.0
245.0	896.0
246.0	928.0
247.0	992.0
248.0	1100.0
249.0	1091.0
250.0	1290.0
251.0	1264.0
252.0	1329.0
253.0	1418.0
254.0	1495.0
255.0	1582.0
256.0	1687.0
257.0	1718.0
258.0	1801.0
259.0	1888.0
260.0	2061.0
261.0	2056.0
262.0	2201.0
263.0	2242.0
264.0	2297.0
265.0	2475.0
266.0	2481.0
267.0	2600.0
268.0	2698.0
269.0	2773.0
270.0	2944.0
271.0	2936.0
272.0	3236.0
273.0	3088.0
274.0	3323.0
275.0	3465.0
276.0	3467.0
277.0	3556.0
278.0	3592.0
279.0	3767.0
280.0	3875.0
281.0	3957.0
282.0	4062.0
283.0	4191.0
284.0	4152.0
285.0	4222.0
286.0	4220.0
287.0	4291.0
288.0	4453.0
289.0	4404.0
290.0	4548.0
291.0	4676.0
292.0	4568.0
293.0	4522.0
294.0	4672.0
295.0	4790.0
296.0	4646.0
297.0	4709.0
298.0	4713.0
299.0	4689.0
300.0	4685.0
301.0	4725.0
302.0	4609.0
303.0	4652.0
304.0	4560.0
305.0	4704.0
306.0	4735.0
307.0	4494.0
308.0	4636.0
309.0	4606.0
310.0	4346.0
311.0	4458.0
312.0	4354.0
313.0	4223.0
314.0	4187.0
315.0	4193.0
316.0	3960.0
317.0	4012.0
318.0	3882.0
319.0	3862.0
320.0	3664.0
321.0	3671.0
322.0	3581.0
323.0	3469.0
324.0	3359.0
325.0	3296.0
326.0	3184.0
327.0	3190.0
328.0	2979.0
329.0	2864.0
330.0	2824.0
331.0	2728.0
332.0	2612.0
333.0	2562.0
334.0	2464.0
335.0	2444.0
336.0	2216.0
337.0	2053.0
338.0	2021.0
339.0	1932.0
340.0	1830.0
341.0	1779.0
342.0	1657.0
343.0	1682.0
344.0	1561.0
345.0	1490.0
346.0	1402.0
347.0	1409.0
348.0	1290.0
349.0	1255.0
350.0	1111.0
351.0	1092.0
352.0	1053.0
353.0	1032.0
354.0	890.0
355.0	806.0
356.0	808.0
357.0	758.0
358.0	755.0
359.0	655.0
360.0	640.0
361.0	587.0
362.0	568.0
363.0	499.0
364.0	472.0
365.0	401.0
366.0	423.0
367.0	404.0
368.0	351.0
369.0	339.0
370.0	297.0
371.0	323.0
372.0	273.0
373.0	228.0
374.0	234.0
375.0	225.0
376.0	185.0
377.0	201.0
378.0	131.0
379.0	154.0
380.0	135.0
381.0	114.0
382.0	115.0
383.0	116.0
384.0	78.0
385.0	87.0
386.0	83.0
387.0	68.0
388.0	59.0
389.0	48.0
390.0	56.0
391.0	35.0
392.0	34.0
393.0	38.0
394.0	35.0
395.0	41.0
396.0	19.0
397.0	18.0
398.0	26.0
399.0	19.0
400.0	24.0
401.0	15.0
402.0	20.0
403.0	17.0
404.0	16.0
405.0	10.0
406.0	9.0
407.0	14.0
408.0	6.0
409.0	8.0
410.0	6.0
411.0	7.0
412.0	9.0
413.0	4.0
415.0	4.0
416.0	9.0
417.0	1.0
418.0	1.0
419.0	2.0
422.0	3.0
423.0	3.0
429.0	3.0
435.0	2.0
441.0	1.0
443.0	2.0
450.0	1.0
