#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	9.31410901233188E-6
6.0	0.0
7.0	9.31410901233188E-6
8.0	0.0
9.0	0.0
10.0	9.31410901233188E-6
11.0	1.862821802466376E-5
12.0	9.31410901233188E-6
13.0	1.862821802466376E-5
14.0	1.862821802466376E-5
15.0	0.0
16.0	9.31410901233188E-6
17.0	5.588465407399129E-5
18.0	7.451287209865504E-5
19.0	1.0245519913565067E-4
20.0	1.2108341716031446E-4
21.0	2.887373793822883E-4
22.0	5.40218322715249E-4
23.0	9.22096792220856E-4
24.0	0.001639283186170411
25.0	0.0025986364144405948
26.0	0.0028408032487612232
27.0	0.004675682724190604
28.0	0.005923773331843076
29.0	0.007237062702581871
30.0	0.009248910249245557
31.0	0.010618084274058342
32.0	0.012061771170969786
33.0	0.013216720688498938
34.0	0.014706978130472038
35.0	0.01594575462911218
36.0	0.016802652658246712
37.0	0.016588428150963078
38.0	0.01848850638947878
39.0	0.019261577437502328
40.0	0.019829738087254575
41.0	0.019699340561081927
42.0	0.021292053202190676
43.0	0.02193472672404158
44.0	0.02184158563391826
45.0	0.022987221042435085
46.0	0.02378823441749562
47.0	0.02418874110502589
48.0	0.02597705003539361
49.0	0.025902537163294957
50.0	0.0260608770165046
51.0	0.029916918147609998
52.0	0.02496181215304944
53.0	0.0290413919004508
54.0	0.030075258000819644
55.0	0.02997280280168399
56.0	0.029143847099586458
57.0	0.03051302112439924
58.0	0.030717931522670543
59.0	0.030382623598226594
60.0	0.030103200327856634
61.0	0.02962818076822771
62.0	0.028538430013784886
63.0	0.027607019112551694
64.0	0.02499906858909877
65.0	0.02396520248872993
66.0	0.021329309638240004
67.0	0.019354718527625648
68.0	0.016364889534667113
69.0	0.014054990499608809
70.0	0.011931373644797138
71.0	0.00941656421146753
72.0	0.00806601840467941
73.0	0.0063708505644350065
74.0	0.005448753772214151
75.0	0.004414887671845311
76.0	0.004023695093327372
77.0	0.0039678104392533815
78.0	0.003669758950858761
79.0	0.0030084572109831975
80.0	0.002710405722588577
81.0	0.0021422450728363325
82.0	0.001657911404195075
83.0	0.001331917588763459
84.0	8.848403561715286E-4
85.0	7.637569390112143E-4
86.0	6.333594128385678E-4
87.0	5.402183227152491E-4
88.0	2.0491039827130137E-4
89.0	2.235386162959651E-4
90.0	1.0245519913565069E-4
91.0	9.314109012331881E-5
92.0	9.31410901233188E-5
93.0	1.862821802466376E-5
94.0	2.794232703699564E-5
95.0	1.862821802466376E-5
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
