#Position (bp)	insert size
80556.0	300.72847682119203
241667.0	299.92255892255895
402778.0	301.3399387129724
563889.0	300.6545851528384
725000.0	300.5613126079447
886111.0	300.2072434607646
1047222.0	300.6584463625154
1208333.0	300.50870406189557
1369444.0	301.4445632798574
1530555.0	300.61986588432524
1691666.0	301.1964117091596
1852777.0	299.59430894308946
2013888.0	299.4250194250194
2174999.0	299.45782145782147
2336110.0	300.2221856484529
2497221.0	298.52750455373405
2658332.0	296.6696488481324
2819443.0	295.921632448673
2980554.0	298.9386430678466
3141665.0	297.6666666666667
3302776.0	298.8621420996819
3463887.0	301.06774193548387
3624998.0	299.81526577638124
3786109.0	299.4271862093733
3947220.0	299.37006960556846
4108331.0	300.0022624434389
4269442.0	299.82941176470587
4430553.0	0.0
4591664.0	0.0
4752775.0	300.97563218390803
4913886.0	299.74325539568343
5074997.0	300.05398288347595
5236108.0	300.0976127320955
5397219.0	0.0
5558330.0	299.7842165459398
5719441.0	299.4359400998336
5880552.0	300.64376012965965
6041663.0	299.5167486902683
6202774.0	298.88607594936707
6363885.0	0.0
6524996.0	0.0
6686107.0	0.0
6847218.0	300.22274881516586
7008329.0	0.0
7169440.0	298.67424242424244
7330551.0	0.0
7491662.0	0.0
7652773.0	0.0
7813884.0	299.728307254623
7974995.0	299.98373713906403
8136106.0	302.6170212765957
8297217.0	304.74590163934425
8458328.0	0.0
8619439.0	298.5112540192926
8780550.0	301.35078219013235
8941661.0	298.7179856115108
9102772.0	0.0
9263883.0	298.45787545787545
9424994.0	297.9802497162316
9586105.0	297.3682588597843
9747216.0	0.0
9908327.0	0.0
1.0069438E7	298.7033426183844
1.0230549E7	299.9658671586716
1.039166E7	299.7277298850575
1.0552771E7	299.01077752117016
1.0713882E7	296.95110356536503
1.0874993E7	0.0
1.1036104E7	0.0
1.1197215E7	0.0
1.1358326E7	0.0
1.1519437E7	0.0
1.1680548E7	303.9470899470899
1.1841659E7	298.3137614678899
1.200277E7	297.2631578947368
1.2163881E7	0.0
1.2324992E7	0.0
1.2486103E7	0.0
1.2647214E7	0.0
1.2808325E7	0.0
1.2969436E7	301.3692307692308
1.3130547E7	298.54192812321736
1.3291658E7	298.4462121212121
1.3452769E7	301.1063257065949
1.361388E7	300.1694915254237
1.3774991E7	296.9962953815757
1.3936102E7	297.03741846893234
1.4097213E7	297.57615894039736
1.4258324E7	302.0803738317757
1.4419435E7	301.12179487179486
1.4580546E7	0.0
1.4741657E7	305.3357142857143
1.4902768E7	0.0
1.5063879E7	0.0
1.522499E7	296.44444444444446
1.5386101E7	299.4895104895105
1.5547212E7	303.10967741935485
1.5708323E7	0.0
1.5869434E7	301.18159509202457
1.6030545E7	300.90888638920137
1.6191656E7	0.0
1.6352767E7	299.48245931283907
1.6513878E7	299.9618820726623
1.6674989E7	300.17559055118113
1.68361E7	0.0
1.6997211E7	0.0
1.7158322E7	300.6887417218543
1.7319433E7	298.7842105263158
1.7480544E7	300.06002308580224
1.7641655E7	300.77470039946735
1.7802766E7	299.67763157894734
1.7963877E7	299.23562610229277
1.8124988E7	300.3918186298669
1.8286099E7	299.8545288197621
1.844721E7	300.3562613131479
1.8608321E7	300.18115384615385
1.8769432E7	298.61032863849766
1.8930543E7	0.0
1.9091654E7	0.0
1.9252765E7	303.3344827586207
1.9413876E7	299.58940397350995
1.9574987E7	299.38812785388126
1.9736098E7	298.90188679245284
1.9897209E7	299.22467532467533
2.005832E7	299.0291005291005
2.0219431E7	299.11597084161696
2.0380542E7	299.8103044496487
2.0541653E7	299.9218676677616
2.0702764E7	300.37333333333333
2.0863875E7	0.0
2.1024986E7	0.0
2.1186097E7	301.0492587278814
2.1347208E7	300.129326536088
2.1508319E7	299.9370179948586
2.166943E7	300.0814717477004
2.1830541E7	0.0
2.1991652E7	0.0
2.2152763E7	0.0
2.2313874E7	0.0
2.2474985E7	0.0
2.2636096E7	301.1136738056013
2.2797207E7	0.0
2.2958318E7	298.7173144876325
2.3119429E7	299.02583732057417
2.328054E7	300.43684210526317
2.3441651E7	299.8375219170076
2.3602762E7	299.79411764705884
2.3763873E7	301.4080291970803
2.3924984E7	300.51631701631703
2.4086095E7	0.0
2.4247206E7	0.0
2.4408317E7	302.1048780487805
2.4569428E7	302.3683544303797
2.4730539E7	301.3346153846154
2.489165E7	300.1457455770851
2.5052761E7	299.64778578784757
2.5213872E7	299.6024358416703
2.5374983E7	299.66053381705103
2.5536094E7	298.69772614928326
2.5697205E7	300.1029411764706
2.5858316E7	301.31468531468533
2.6019427E7	0.0
2.6180538E7	0.0
2.6341649E7	0.0
2.650276E7	0.0
2.6663871E7	0.0
2.6824982E7	0.0
2.6986093E7	0.0
2.7147204E7	0.0
2.7308315E7	0.0
2.7469426E7	0.0
2.7630537E7	0.0
2.7791648E7	0.0
2.7952759E7	0.0
2.811387E7	0.0
2.8274981E7	0.0
2.8436092E7	0.0
2.8597203E7	0.0
2.8758314E7	0.0
2.8919425E7	0.0
2.9080536E7	0.0
2.9241647E7	0.0
2.9402758E7	0.0
2.9563869E7	0.0
2.972498E7	0.0
2.9886091E7	0.0
3.0047202E7	0.0
3.0208313E7	303.30333333333334
3.0369424E7	298.8503401360544
3.0530535E7	0.0
3.0691646E7	0.0
3.0852757E7	0.0
3.1013868E7	0.0
3.1174979E7	0.0
3.133609E7	300.7932131495228
3.1497201E7	300.16325995807125
3.1658312E7	299.48164335664336
3.1819423E7	300.2518376478108
3.1980534E7	299.79521492295214
3.2141645E7	300.26988139218355
3.2302756E7	300.05812574139975
3.2463867E7	300.0002751031637
3.2624978E7	299.7860746720484
3.2786089E7	299.75201015658064
3.29472E7	300.0244422339065
3.3108311E7	300.11394736842107
3.3269422E7	299.26603884638024
3.3430533E7	299.67840375586854
3.3591644E7	299.6915437857358
3.3752755E7	299.8488372093023
3.3913866E7	301.66211604095565
3.4074977E7	300.5418307086614
3.4236088E7	300.7935514918191
3.4397199E7	300.24604370761114
3.455831E7	299.6522225328488
3.4719421E7	299.33046875
3.4880532E7	298.90475309783614
3.5041643E7	299.6779409338393
3.5202754E7	299.86082474226805
3.5363865E7	300.5839874411303
3.5524976E7	299.97440025760744
3.5686087E7	299.92932489451476
3.5847198E7	301.16997578692497
3.6008309E7	300.4099299809039
3.616942E7	300.3590234561991
3.6330531E7	302.38775510204084
3.6491642E7	300.07070707070704
3.6652753E7	301.35149253731345
3.6813864E7	299.88326923076926
3.6974975E7	300.53746177370033
3.7136086E7	299.5391875948087
3.7297197E7	300.0975387420237
3.7458308E7	299.5698151950719
3.7619419E7	301.1578947368421
3.778053E7	299.3716075156576
3.7941641E7	300.51244907197827
3.8102752E7	299.719764837626
3.8263863E7	300.73741319444446
3.8424974E7	300.57466567607725
3.8586085E7	300.28669935642046
3.8747196E7	300.63935309973044
3.8908307E7	300.016139657444
3.9069418E7	299.30750798722045
3.9230529E7	0.0
3.939164E7	0.0
3.9552751E7	0.0
3.9713862E7	0.0
3.9874973E7	0.0
4.0036084E7	0.0
4.0197195E7	301.3579335793358
4.0358306E7	0.0
4.0519417E7	0.0
4.0680528E7	298.50089445438283
4.0841639E7	0.0
4.100275E7	299.2198838896952
4.1163861E7	299.86446586015995
4.1324972E7	299.2959300114112
4.1486083E7	299.72231955150664
4.1647194E7	0.0
4.1808305E7	0.0
4.1969416E7	301.6592592592593
4.2130527E7	300.1023166023166
4.2291638E7	301.2555023923445
4.2452749E7	298.7253086419753
4.261386E7	301.6666666666667
4.2774971E7	301.90821256038646
4.2936082E7	297.6
4.3097193E7	0.0
4.3258304E7	301.8125
4.3419415E7	299.6731001206273
4.3580526E7	300.2108620375433
4.3741637E7	300.1321084864392
4.3902748E7	299.2733485193622
4.4063859E7	299.2779097387173
4.422497E7	299.7810154525386
4.4386081E7	299.00498556809237
4.4547192E7	300.1199284009547
4.4708303E7	299.96441717791413
4.4869414E7	299.9531297248261
4.5030525E7	299.9545108005083
4.5191636E7	300.7647058823529
4.5352747E7	300.13496932515335
4.5513858E7	300.9348869088417
4.5674969E7	300.40538302277434
4.583608E7	300.0595621735748
4.5997191E7	299.4671412924425
4.6158302E7	300.44622604614784
4.6319413E7	299.56297763939995
4.6480524E7	299.3656215005599
4.6641635E7	299.74554183813444
4.6802746E7	299.73864610111394
4.6963857E7	297.68279569892474
4.7124968E7	300.1288196524865
4.7286079E7	300.80625320348537
4.744719E7	0.0
4.7608301E7	299.7226128373781
4.7769412E7	298.9451038575668
4.7930523E7	0.0
