#Coverage (X)	Coverage
1.0	99.99909073688198
2.0	99.99893919302899
3.0	99.99833301761697
4.0	99.9976763275873
5.0	99.99696912293994
6.0	99.9965650059986
7.0	99.99600934520427
8.0	99.9955041990276
9.0	99.99535265517459
10.0	99.99510008208625
11.0	99.99484750899792
12.0	99.99434236282124
13.0	99.99398876049757
14.0	99.99388773126223
15.0	99.99338258508556
16.0	99.99333207046789
17.0	99.99297846814422
18.0	99.99181663193787
19.0	99.9871187724948
20.0	99.97403548651891
21.0	99.94943486771484
22.0	99.90407274104945
23.0	99.8124897392183
24.0	99.65953147692113
25.0	99.41973858685357
26.0	99.04668813537917
27.0	98.49476542274421
28.0	97.71224348045716
29.0	96.62729052219485
30.0	95.13382585085559
31.0	93.18305234577255
32.0	90.7583001831155
33.0	87.71918924038644
34.0	84.00878954347414
35.0	79.69868030561344
36.0	74.8731199090737
37.0	69.59712066679296
38.0	64.02055944939067
39.0	58.24759739849719
40.0	52.282427227378925
41.0	46.34867714844984
42.0	40.474332259897714
43.0	34.869129254277965
44.0	29.632379869924875
45.0	24.827025320452123
46.0	20.514844983267054
47.0	16.662095093767775
48.0	13.346164046220892
49.0	10.52669066111008
50.0	8.157302519416575
51.0	6.219511271074083
