#Insert size (bp)	insert size
157.0	1.0
166.0	1.0
173.0	1.0
174.0	3.0
176.0	5.0
177.0	3.0
179.0	1.0
180.0	1.0
181.0	2.0
182.0	2.0
183.0	4.0
184.0	3.0
185.0	3.0
186.0	1.0
187.0	5.0
188.0	4.0
189.0	3.0
190.0	6.0
191.0	9.0
192.0	9.0
193.0	7.0
194.0	11.0
195.0	11.0
196.0	13.0
197.0	20.0
198.0	9.0
199.0	11.0
200.0	20.0
201.0	28.0
202.0	13.0
203.0	39.0
204.0	34.0
205.0	26.0
206.0	35.0
207.0	33.0
208.0	39.0
209.0	57.0
210.0	51.0
211.0	68.0
212.0	74.0
213.0	84.0
214.0	82.0
215.0	79.0
216.0	93.0
217.0	109.0
218.0	131.0
219.0	114.0
220.0	155.0
221.0	161.0
222.0	158.0
223.0	169.0
224.0	200.0
225.0	229.0
226.0	220.0
227.0	262.0
228.0	267.0
229.0	319.0
230.0	316.0
231.0	337.0
232.0	371.0
233.0	394.0
234.0	440.0
235.0	504.0
236.0	502.0
237.0	573.0
238.0	623.0
239.0	608.0
240.0	648.0
241.0	650.0
242.0	769.0
243.0	755.0
244.0	851.0
245.0	864.0
246.0	980.0
247.0	998.0
248.0	1039.0
249.0	1123.0
250.0	1282.0
251.0	1241.0
252.0	1332.0
253.0	1434.0
254.0	1420.0
255.0	1561.0
256.0	1678.0
257.0	1728.0
258.0	1839.0
259.0	1876.0
260.0	2012.0
261.0	2053.0
262.0	2154.0
263.0	2342.0
264.0	2383.0
265.0	2389.0
266.0	2488.0
267.0	2617.0
268.0	2715.0
269.0	2851.0
270.0	2936.0
271.0	2997.0
272.0	2954.0
273.0	3185.0
274.0	3338.0
275.0	3422.0
276.0	3379.0
277.0	3575.0
278.0	3725.0
279.0	3766.0
280.0	3905.0
281.0	3951.0
282.0	3949.0
283.0	4065.0
284.0	4078.0
285.0	4395.0
286.0	4344.0
287.0	4437.0
288.0	4394.0
289.0	4293.0
290.0	4505.0
291.0	4592.0
292.0	4605.0
293.0	4628.0
294.0	4708.0
295.0	4726.0
296.0	4674.0
297.0	4591.0
298.0	4630.0
299.0	4784.0
300.0	4641.0
301.0	4634.0
302.0	4607.0
303.0	4750.0
304.0	4748.0
305.0	4743.0
306.0	4680.0
307.0	4567.0
308.0	4513.0
309.0	4521.0
310.0	4393.0
311.0	4406.0
312.0	4318.0
313.0	4323.0
314.0	4282.0
315.0	4179.0
316.0	4073.0
317.0	4003.0
318.0	3795.0
319.0	3789.0
320.0	3790.0
321.0	3614.0
322.0	3641.0
323.0	3427.0
324.0	3323.0
325.0	3265.0
326.0	3280.0
327.0	3029.0
328.0	2972.0
329.0	2922.0
330.0	2776.0
331.0	2694.0
332.0	2555.0
333.0	2517.0
334.0	2397.0
335.0	2415.0
336.0	2242.0
337.0	2167.0
338.0	2002.0
339.0	2036.0
340.0	1992.0
341.0	1830.0
342.0	1718.0
343.0	1673.0
344.0	1693.0
345.0	1463.0
346.0	1409.0
347.0	1309.0
348.0	1325.0
349.0	1281.0
350.0	1195.0
351.0	1067.0
352.0	1053.0
353.0	968.0
354.0	905.0
355.0	870.0
356.0	835.0
357.0	748.0
358.0	671.0
359.0	695.0
360.0	634.0
361.0	567.0
362.0	553.0
363.0	484.0
364.0	500.0
365.0	442.0
366.0	406.0
367.0	397.0
368.0	359.0
369.0	321.0
370.0	312.0
371.0	270.0
372.0	287.0
373.0	243.0
374.0	218.0
375.0	163.0
376.0	171.0
377.0	163.0
378.0	130.0
379.0	149.0
380.0	139.0
381.0	120.0
382.0	105.0
383.0	92.0
384.0	90.0
385.0	90.0
386.0	97.0
387.0	59.0
388.0	66.0
389.0	49.0
390.0	50.0
391.0	51.0
392.0	41.0
393.0	37.0
394.0	33.0
395.0	33.0
396.0	16.0
397.0	30.0
398.0	17.0
399.0	16.0
400.0	11.0
401.0	10.0
402.0	17.0
403.0	12.0
404.0	17.0
405.0	7.0
406.0	15.0
407.0	9.0
408.0	6.0
409.0	8.0
410.0	6.0
411.0	9.0
412.0	4.0
413.0	4.0
414.0	5.0
415.0	2.0
416.0	7.0
417.0	1.0
418.0	3.0
419.0	1.0
425.0	1.0
428.0	2.0
429.0	1.0
430.0	1.0
431.0	1.0
433.0	1.0
438.0	1.0
441.0	1.0
442.0	1.0
449.0	1.0
457.0	1.0
468.0	1.0
472.0	1.0
494.0	1.0
496.0	1.0
