#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	9.309860072803106E-6
4.0	0.0
5.0	9.309860072803106E-6
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	1.8619720145606213E-5
11.0	9.309860072803106E-6
12.0	9.309860072803106E-6
13.0	0.0
14.0	1.8619720145606213E-5
15.0	0.0
16.0	1.8619720145606213E-5
17.0	2.792958021840932E-5
18.0	7.447888058242485E-5
19.0	1.2102818094644037E-4
20.0	1.489577611648497E-4
21.0	3.3515496262091185E-4
22.0	5.585916043681863E-4
23.0	0.0010147747479355386
24.0	0.001405788870993269
25.0	0.0025881411002392635
26.0	0.003062943963952222
27.0	0.0044966624151639
28.0	0.005827972405574745
29.0	0.007755113440644988
30.0	0.009402958673531137
31.0	0.010622550343068344
32.0	0.012819677320249879
33.0	0.01304311396199715
34.0	0.014960945136994589
35.0	0.015985029745002932
36.0	0.016534311489298317
37.0	0.016627410090026346
38.0	0.017763213018908326
39.0	0.019401748391721672
40.0	0.02022101607812835
41.0	0.02001619915652668
42.0	0.021384748587228733
43.0	0.021384748587228733
44.0	0.022148157113198588
45.0	0.02364704458491989
46.0	0.02374945304572072
47.0	0.02423356576950649
48.0	0.025881411002392635
49.0	0.025099382756277176
50.0	0.026505171627270438
51.0	0.03019187621610047
52.0	0.02529488981780604
53.0	0.027808552037462873
54.0	0.030499101598502974
55.0	0.029475016990494634
56.0	0.02964259447180509
57.0	0.030601510059303807
58.0	0.031048383342798358
59.0	0.029987059294498807
60.0	0.03039669313770214
61.0	0.029018833846927283
62.0	0.028497481682850302
63.0	0.02656103078770726
64.0	0.02560211520020854
65.0	0.02357256570433747
66.0	0.021310269706646307
67.0	0.019560016012959328
68.0	0.016590170649735135
69.0	0.01388100136854943
70.0	0.01187007159282396
71.0	0.00998016999804493
72.0	0.007932000782028246
73.0	0.006191056948414065
74.0	0.005213521640769739
75.0	0.0045525215756007185
76.0	0.0040870285719605635
77.0	0.004217366612979807
78.0	0.0034818876672283615
79.0	0.0029605355031513876
80.0	0.0025602115200208542
81.0	0.0022529861376183514
82.0	0.0015175071918669062
83.0	0.0013033804101924347
84.0	8.471972666250825E-4
85.0	7.075493655330362E-4
86.0	6.051409047322019E-4
87.0	4.841127237857615E-4
88.0	2.4205636189288075E-4
89.0	2.1412678167447144E-4
90.0	6.516902050962174E-5
91.0	9.309860072803108E-5
92.0	8.378874065522796E-5
93.0	2.792958021840932E-5
94.0	1.8619720145606213E-5
95.0	9.309860072803106E-6
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
