#Insert size (bp)	insert size
154.0	1.0
157.0	1.0
163.0	1.0
169.0	2.0
171.0	1.0
172.0	2.0
173.0	1.0
174.0	3.0
176.0	2.0
180.0	3.0
182.0	1.0
183.0	2.0
184.0	4.0
185.0	5.0
186.0	3.0
187.0	1.0
188.0	7.0
189.0	5.0
190.0	10.0
191.0	11.0
192.0	12.0
193.0	8.0
194.0	11.0
195.0	7.0
196.0	9.0
197.0	13.0
198.0	17.0
199.0	13.0
200.0	12.0
201.0	25.0
202.0	21.0
203.0	26.0
204.0	27.0
205.0	28.0
206.0	37.0
207.0	26.0
208.0	57.0
209.0	52.0
210.0	46.0
211.0	66.0
212.0	77.0
213.0	65.0
214.0	72.0
215.0	87.0
216.0	109.0
217.0	110.0
218.0	118.0
219.0	128.0
220.0	134.0
221.0	168.0
222.0	190.0
223.0	188.0
224.0	213.0
225.0	211.0
226.0	204.0
227.0	242.0
228.0	280.0
229.0	322.0
230.0	313.0
231.0	342.0
232.0	397.0
233.0	404.0
234.0	414.0
235.0	467.0
236.0	529.0
237.0	533.0
238.0	571.0
239.0	612.0
240.0	617.0
241.0	716.0
242.0	768.0
243.0	835.0
244.0	823.0
245.0	968.0
246.0	993.0
247.0	1042.0
248.0	1052.0
249.0	1127.0
250.0	1240.0
251.0	1314.0
252.0	1378.0
253.0	1392.0
254.0	1485.0
255.0	1560.0
256.0	1676.0
257.0	1759.0
258.0	1859.0
259.0	1888.0
260.0	2041.0
261.0	2072.0
262.0	2193.0
263.0	2209.0
264.0	2436.0
265.0	2334.0
266.0	2493.0
267.0	2566.0
268.0	2761.0
269.0	2863.0
270.0	2801.0
271.0	3022.0
272.0	3197.0
273.0	3345.0
274.0	3374.0
275.0	3362.0
276.0	3501.0
277.0	3535.0
278.0	3617.0
279.0	3658.0
280.0	3698.0
281.0	3848.0
282.0	4005.0
283.0	4165.0
284.0	4123.0
285.0	4172.0
286.0	4343.0
287.0	4149.0
288.0	4381.0
289.0	4315.0
290.0	4458.0
291.0	4464.0
292.0	4424.0
293.0	4717.0
294.0	4678.0
295.0	4632.0
296.0	4789.0
297.0	4848.0
298.0	4673.0
299.0	4687.0
300.0	4717.0
301.0	4554.0
302.0	4663.0
303.0	4744.0
304.0	4623.0
305.0	4759.0
306.0	4669.0
307.0	4604.0
308.0	4617.0
309.0	4528.0
310.0	4528.0
311.0	4405.0
312.0	4362.0
313.0	4156.0
314.0	4198.0
315.0	4058.0
316.0	4152.0
317.0	4058.0
318.0	3872.0
319.0	3844.0
320.0	3773.0
321.0	3633.0
322.0	3568.0
323.0	3485.0
324.0	3393.0
325.0	3284.0
326.0	3125.0
327.0	3105.0
328.0	2948.0
329.0	2816.0
330.0	2762.0
331.0	2708.0
332.0	2602.0
333.0	2585.0
334.0	2396.0
335.0	2368.0
336.0	2320.0
337.0	2177.0
338.0	2064.0
339.0	2024.0
340.0	1845.0
341.0	1732.0
342.0	1791.0
343.0	1656.0
344.0	1548.0
345.0	1500.0
346.0	1400.0
347.0	1234.0
348.0	1315.0
349.0	1232.0
350.0	1039.0
351.0	1098.0
352.0	997.0
353.0	1012.0
354.0	885.0
355.0	788.0
356.0	804.0
357.0	737.0
358.0	700.0
359.0	688.0
360.0	607.0
361.0	575.0
362.0	561.0
363.0	495.0
364.0	481.0
365.0	411.0
366.0	378.0
367.0	347.0
368.0	366.0
369.0	314.0
370.0	296.0
371.0	270.0
372.0	260.0
373.0	252.0
374.0	217.0
375.0	205.0
376.0	197.0
377.0	177.0
378.0	144.0
379.0	138.0
380.0	131.0
381.0	150.0
382.0	117.0
383.0	90.0
384.0	82.0
385.0	60.0
386.0	77.0
387.0	68.0
388.0	68.0
389.0	55.0
390.0	54.0
391.0	41.0
392.0	32.0
393.0	35.0
394.0	34.0
395.0	19.0
396.0	24.0
397.0	17.0
398.0	22.0
399.0	19.0
400.0	24.0
401.0	18.0
402.0	18.0
403.0	11.0
404.0	8.0
405.0	11.0
406.0	8.0
407.0	6.0
408.0	11.0
409.0	8.0
410.0	3.0
411.0	4.0
412.0	6.0
413.0	4.0
414.0	5.0
415.0	3.0
416.0	5.0
417.0	2.0
418.0	1.0
420.0	1.0
421.0	1.0
422.0	1.0
427.0	1.0
429.0	1.0
437.0	1.0
438.0	1.0
441.0	1.0
444.0	1.0
452.0	1.0
458.0	1.0
460.0	1.0
463.0	1.0
485.0	1.0
