#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	9.326357218134169E-6
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	9.326357218134169E-6
11.0	2.797907165440251E-5
12.0	1.8652714436268338E-5
13.0	9.326357218134169E-6
14.0	9.326357218134169E-6
15.0	9.326357218134169E-6
16.0	1.8652714436268338E-5
17.0	4.663178609067084E-5
18.0	4.663178609067084E-5
19.0	1.212426438357442E-4
20.0	1.1191628661761003E-4
21.0	3.357488598528301E-4
22.0	5.50255075869916E-4
23.0	8.953302929408803E-4
24.0	0.0015388489409921377
25.0	0.0024714846628055547
26.0	0.00331085681243763
27.0	0.004262145248687316
28.0	0.006071458549005344
29.0	0.007433106702852931
30.0	0.009410294433097375
31.0	0.010380235583783329
32.0	0.012320117885155236
33.0	0.013607155181257755
34.0	0.014241347472090876
35.0	0.015938744485791297
36.0	0.016498325918879345
37.0	0.017319045354075153
38.0	0.017477593426783435
39.0	0.01903509508221184
40.0	0.01984648816018951
41.0	0.020853734739748
42.0	0.020863061096966135
43.0	0.02162782238885314
44.0	0.022112792964196118
45.0	0.023110713186536472
46.0	0.023987390765041087
47.0	0.02501329005903584
48.0	0.025013290059035843
49.0	0.026263021926265822
50.0	0.02632830642679276
51.0	0.029489941523740237
52.0	0.02541432341941561
53.0	0.028837096518470846
54.0	0.02946196245208584
55.0	0.03064640981878888
56.0	0.029825690383593072
57.0	0.030273355530063512
58.0	0.030571798961043804
59.0	0.029872322169683746
60.0	0.030814284248715296
61.0	0.029098234520578612
62.0	0.02805368251214758
63.0	0.027102394075897897
64.0	0.026235042854611416
65.0	0.02247652089570335
66.0	0.02167445417494381
67.0	0.01964130830139056
68.0	0.016516978633315613
69.0	0.013439280751331339
70.0	0.011928410881993602
71.0	0.009829980507913413
72.0	0.007675591990524421
73.0	0.006631039982093394
74.0	0.00532534997155461
75.0	0.004560588679667609
76.0	0.004168881676505974
77.0	0.004308777034777986
78.0	0.0034973839568003136
79.0	0.003077697881984276
80.0	0.002574074592205031
81.0	0.002089104016862054
82.0	0.0016973970137004188
83.0	0.0012310791527937104
84.0	8.113930779776727E-4
85.0	7.367822202325994E-4
86.0	6.155395763968552E-4
87.0	4.4766514647044014E-4
88.0	2.518116448896226E-4
89.0	2.145062160170859E-4
90.0	8.393721496320752E-5
91.0	8.393721496320752E-5
92.0	8.393721496320752E-5
93.0	3.7305428872536676E-5
94.0	1.8652714436268338E-5
95.0	1.8652714436268338E-5
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
