#Position (bp)	insert size
80556.0	299.6326754385965
241667.0	299.67143458140515
402778.0	300.2482269503546
563889.0	299.8023356401384
725000.0	301.23059988992844
886111.0	300.793893129771
1047222.0	300.4278959810875
1208333.0	300.54188034188036
1369444.0	300.7410098074827
1530555.0	300.37920555676146
1691666.0	300.68177525967894
1852777.0	299.869335347432
2013888.0	298.8791893998441
2174999.0	300.67845117845116
2336110.0	299.0221031480241
2497221.0	296.0217391304348
2658332.0	298.24255886272766
2819443.0	294.80925700365407
2980554.0	296.8352490421456
3141665.0	296.84245398773004
3302776.0	297.2835254854369
3463887.0	300.75081433224756
3624998.0	300.15351101998976
3786109.0	299.46314073537405
3947220.0	299.40800615858353
4108331.0	301.03477344573236
4269442.0	300.9186507936508
4430553.0	0.0
4591664.0	0.0
4752775.0	299.5353159851301
4913886.0	299.2730853391685
5074997.0	301.39495798319325
5236108.0	300.744769874477
5397219.0	0.0
5558330.0	300.0320813771518
5719441.0	300.66946308724835
5880552.0	299.66945466711275
6041663.0	299.9688609228783
6202774.0	297.98604651162793
6363885.0	0.0
6524996.0	0.0
6686107.0	0.0
6847218.0	298.7522522522523
7008329.0	0.0
7169440.0	296.5857142857143
7330551.0	0.0
7491662.0	0.0
7652773.0	0.0
7813884.0	299.5824964131994
7974995.0	300.4238064094179
8136106.0	300.25249169435216
8297217.0	297.7557251908397
8458328.0	0.0
8619439.0	300.75827143821743
8780550.0	299.27853466545565
8941661.0	300.0204918032787
9102772.0	0.0
9263883.0	299.9735349716446
9424994.0	300.3066461943409
9586105.0	301.013353115727
9747216.0	0.0
9908327.0	0.0
1.0069438E7	299.9753593429158
1.0230549E7	300.2657613967022
1.039166E7	299.03117870722434
1.0552771E7	300.707147814018
1.0713882E7	300.0629139072848
1.0874993E7	0.0
1.1036104E7	0.0
1.1197215E7	0.0
1.1358326E7	0.0
1.1519437E7	0.0
1.1680548E7	299.1509433962264
1.1841659E7	300.68391866913123
1.200277E7	298.7423580786026
1.2163881E7	0.0
1.2324992E7	0.0
1.2486103E7	0.0
1.2647214E7	0.0
1.2808325E7	0.0
1.2969436E7	302.42024539877303
1.3130547E7	300.1761658031088
1.3291658E7	299.9374511336982
1.3452769E7	300.6368491321762
1.361388E7	300.19914215686276
1.3774991E7	300.14422135161607
1.3936102E7	299.73659827928526
1.4097213E7	296.02222222222224
1.4258324E7	296.82797731568996
1.4419435E7	301.23026315789474
1.4580546E7	0.0
1.4741657E7	298.925
1.4902768E7	0.0
1.5063879E7	0.0
1.522499E7	298.80536912751677
1.5386101E7	298.3
1.5547212E7	301.7105263157895
1.5708323E7	0.0
1.5869434E7	301.0644808743169
1.6030545E7	299.8406466512702
1.6191656E7	0.0
1.6352767E7	300.25399776868727
1.6513878E7	299.4316807738815
1.6674989E7	300.10205831903943
1.68361E7	0.0
1.6997211E7	0.0
1.7158322E7	295.2287581699346
1.7319433E7	298.5508885298869
1.7480544E7	300.04
1.7641655E7	298.61788399570355
1.7802766E7	298.25524475524475
1.7963877E7	301.4498207885305
1.8124988E7	300.26277013752457
1.8286099E7	300.0908256880734
1.844721E7	300.52766639935845
1.8608321E7	301.19174942704353
1.8769432E7	299.4354066985646
1.8930543E7	0.0
1.9091654E7	0.0
1.9252765E7	301.595015576324
1.9413876E7	299.33858267716533
1.9574987E7	298.82091917591123
1.9736098E7	298.2237442922374
1.9897209E7	298.6273739358219
2.005832E7	295.90364806866955
2.0219431E7	296.5764931331843
2.0380542E7	298.416091954023
2.0541653E7	296.8665083135392
2.0702764E7	298.17333333333335
2.0863875E7	0.0
2.1024986E7	0.0
2.1186097E7	297.22661330665335
2.1347208E7	297.3848951048951
2.1508319E7	299.8658536585366
2.166943E7	299.86206896551727
2.1830541E7	0.0
2.1991652E7	0.0
2.2152763E7	0.0
2.2313874E7	0.0
2.2474985E7	0.0
2.2636096E7	300.42226148409895
2.2797207E7	0.0
2.2958318E7	299.40143369175627
2.3119429E7	301.2112274024738
2.328054E7	296.98924731182797
2.3441651E7	299.9835477116363
2.3602762E7	299.03604294478527
2.3763873E7	299.990434142752
2.3924984E7	299.0143964562569
2.4086095E7	0.0
2.4247206E7	0.0
2.4408317E7	301.02010050251255
2.4569428E7	300.4
2.4730539E7	300.31182795698925
2.489165E7	299.68263473053895
2.5052761E7	300.5415407854985
2.5213872E7	300.00065075921907
2.5374983E7	299.256010230179
2.5536094E7	298.84069000507355
2.5697205E7	299.74608695652176
2.5858316E7	298.80152671755724
2.6019427E7	0.0
2.6180538E7	0.0
2.6341649E7	0.0
2.650276E7	0.0
2.6663871E7	0.0
2.6824982E7	0.0
2.6986093E7	0.0
2.7147204E7	0.0
2.7308315E7	0.0
2.7469426E7	0.0
2.7630537E7	0.0
2.7791648E7	0.0
2.7952759E7	0.0
2.811387E7	0.0
2.8274981E7	0.0
2.8436092E7	0.0
2.8597203E7	0.0
2.8758314E7	0.0
2.8919425E7	0.0
2.9080536E7	0.0
2.9241647E7	0.0
2.9402758E7	0.0
2.9563869E7	0.0
2.972498E7	0.0
2.9886091E7	0.0
3.0047202E7	0.0
3.0208313E7	296.0781893004115
3.0369424E7	298.34415584415586
3.0530535E7	0.0
3.0691646E7	0.0
3.0852757E7	0.0
3.1013868E7	0.0
3.1174979E7	0.0
3.133609E7	300.17519379844964
3.1497201E7	299.40578265204385
3.1658312E7	299.8507718696398
3.1819423E7	300.2373042240152
3.1980534E7	300.1609963547995
3.2141645E7	299.2497583607191
3.2302756E7	300.28728652751425
3.2463867E7	299.2278311965812
3.2624978E7	299.11047619047616
3.2786089E7	299.28250436300175
3.29472E7	299.9914948825141
3.3108311E7	299.48324808184145
3.3269422E7	299.57441860465116
3.3430533E7	300.7962853773585
3.3591644E7	300.8980253463012
3.3752755E7	300.5735728346457
3.3913866E7	300.6432078559738
3.4074977E7	300.7884519661523
3.4236088E7	299.0014880952381
3.4397199E7	297.2834855403349
3.455831E7	301.56882534342583
3.4719421E7	300.1458277072644
3.4880532E7	299.3795260663507
3.5041643E7	298.2310074991849
3.5202754E7	299.4740038872692
3.5363865E7	300.44807692307694
3.5524976E7	299.81613924050635
3.5686087E7	298.3639491398654
3.5847198E7	299.45060577819197
3.6008309E7	300.27847328244275
3.616942E7	299.34929992630805
3.6330531E7	297.5194805194805
3.6491642E7	300.4969696969697
3.6652753E7	300.698753970193
3.6813864E7	299.52361904761904
3.6974975E7	298.9344174886697
3.7136086E7	299.37057265806027
3.7297197E7	299.29947793070716
3.7458308E7	300.1034482758621
3.7619419E7	300.39869281045753
3.778053E7	300.5792433537832
3.7941641E7	300.96465790666065
3.8102752E7	299.3142375737153
3.8263863E7	299.73884120171675
3.8424974E7	299.17016491754123
3.8586085E7	299.3032393521296
3.8747196E7	300.2578685808945
3.8908307E7	300.865044985005
3.9069418E7	298.79602595296024
3.9230529E7	0.0
3.939164E7	0.0
3.9552751E7	0.0
3.9713862E7	0.0
3.9874973E7	0.0
4.0036084E7	0.0
4.0197195E7	300.2230215827338
4.0358306E7	0.0
4.0519417E7	0.0
4.0680528E7	300.2671353251318
4.0841639E7	0.0
4.100275E7	298.8863965267728
4.1163861E7	299.60794402140357
4.1324972E7	300.2206869324911
4.1486083E7	299.84603285564486
4.1647194E7	0.0
4.1808305E7	0.0
4.1969416E7	303.8623188405797
4.2130527E7	300.62460443037975
4.2291638E7	299.34720908230844
4.2452749E7	297.0851735015773
4.261386E7	301.38505747126436
4.2774971E7	298.4845360824742
4.2936082E7	300.8835616438356
4.3097193E7	0.0
4.3258304E7	300.7214285714286
4.3419415E7	302.47909199522104
4.3580526E7	299.18957606900346
4.3741637E7	299.79692446856626
4.3902748E7	300.2739726027397
4.4063859E7	299.840243902439
4.422497E7	300.34224841341796
4.4386081E7	300.16525423728814
4.4547192E7	298.8337202553685
4.4708303E7	300.5954508529651
4.4869414E7	299.6666666666667
4.5030525E7	298.6853448275862
4.5191636E7	299.10497835497836
4.5352747E7	300.8418172774001
4.5513858E7	300.79333333333335
4.5674969E7	300.0550218340611
4.583608E7	299.702894470098
4.5997191E7	299.0126433086896
4.6158302E7	299.7042635658915
4.6319413E7	300.2051063829787
4.6480524E7	301.0700110253583
4.6641635E7	299.16792887718145
4.6802746E7	298.09395973154363
4.6963857E7	301.86012861736333
4.7124968E7	299.41292307692305
4.7286079E7	299.2309704420612
4.744719E7	0.0
4.7608301E7	299.28195232690126
4.7769412E7	302.05967741935484
4.7930523E7	0.0
4.8091634E7	0.0
4.8252745E7	0.0
4.8413856E7	0.0
4.8574967E7	300.5473564092811
4.8736078E7	300.4871794871795
4.8897189E7	300.23561643835615
4.90583E7	299.25385912569726
4.9219411E7	299.2429027679205
4.9380522E7	301.32911392405066
4.9541633E7	300.8674486803519
4.9702744E7	299.37086558761433
4.9863855E7	300.2551106132736
5.0024966E7	298.465744814582
5.0186077E7	300.67175106772424
5.0347188E7	299.5352798053528
5.0508299E7	298.61491065927294
5.066941E7	299.87391304347824
5.0830521E7	299.6255961844197
5.0991632E7	298.9518287243533
5.1152743E7	0.0
5.1313854E7	294.8695652173913
5.1474965E7	299.5812431842966
5.1636076E7	299.96032831737347
5.1797187E7	299.96840026333115
5.1958298E7	0.0
5.2119409E7	299.5290322580645
5.228052E7	0.0
5.2441631E7	0.0
5.2602742E7	0.0
5.2763853E7	0.0
5.2924964E7	303.0748299319728
5.3086075E7	0.0
5.3247186E7	297.3655589123867
5.3408297E7	301.0570175438597
5.3569408E7	301.83668341708545
5.3730519E7	0.0
5.389163E7	299.9083557951482
5.4052741E7	299.4453193350831
5.4213852E7	299.96705559368564
5.4374963E7	0.0
5.4536074E7	300.1460980036298
5.4697185E7	299.3114754098361
5.4858296E7	0.0
5.5019407E7	0.0
5.5180518E7	0.0
5.5341629E7	0.0
5.550274E7	0.0
5.5663851E7	0.0
5.5824962E7	0.0
5.5986073E7	296.7098039215686
5.6147184E7	0.0
5.6308295E7	298.43734522040614
5.6469406E7	298.53643586833147
5.6630517E7	300.5427473583093
5.6791628E7	0.0
5.6952739E7	0.0
5.711385E7	298.8728246318608
5.7274961E7	300.43267716535433
5.7436072E7	299.9682269503546
5.7597183E7	299.0839269123568
5.7758294E7	299.2043795620438
5.7919405E7	0.0
5.8080516E7	300.783595113438
5.8241627E7	300.0746753246753
5.8402738E7	297.9558064516129
5.8563849E7	300.3119658119658
5.872496E7	300.9710144927536
5.8886071E7	299.0957314546208
5.9047182E7	299.796992481203
5.9208293E7	301.96213292117466
5.9369404E7	299.77767265846734
5.9530515E7	300.05185185185184
5.9691626E7	299.93929173693084
5.9852737E7	298.9397212543554
6.0013848E7	298.63739516526886
6.0174959E7	0.0
6.033607E7	0.0
6.0497181E7	0.0
6.0658292E7	0.0
6.0819403E7	0.0
6.0980514E7	0.0
6.1141625E7	0.0
6.1302736E7	304.22556390977445
6.1463847E7	297.3484848484849
6.1624958E7	298.0403225806452
6.1786069E7	300.39870340356566
6.194718E7	300.1791085589281
6.2108291E7	299.9210591437763
6.2269402E7	299.0160267111853
6.2430513E7	298.6080947680158
6.2591624E7	298.4181166837257
6.2752735E7	300.2545840571318
6.2913846E7	298.9194181104936
6.3074957E7	301.8695652173913
6.3236068E7	299.94131185270425
6.3397179E7	299.5585062240664
6.355829E7	299.85591988370214
6.3719401E7	299.15221017514597
6.3880512E7	299.51605504587155
6.4041623E7	299.7514357053683
6.4202734E7	299.20182501341924
6.43637285E7	0.0
