#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	1.8616773713115518E-5
7.0	0.0
8.0	0.0
9.0	0.0
10.0	9.308386856557759E-6
11.0	1.8616773713115518E-5
12.0	0.0
13.0	9.308386856557759E-6
14.0	2.7925160569673275E-5
15.0	9.308386856557759E-6
16.0	1.8616773713115518E-5
17.0	7.446709485246207E-5
18.0	6.515870799590431E-5
19.0	9.308386856557759E-5
20.0	1.582425765614819E-4
21.0	4.095690216885414E-4
22.0	4.8403611654100344E-4
23.0	9.866890067951224E-4
24.0	0.001573117378758261
25.0	0.002401563808991902
26.0	0.003332402494647678
27.0	0.0045890347202829735
28.0	0.005910825653914176
29.0	0.007586335288094575
30.0	0.00942939588569301
31.0	0.01047193521362748
32.0	0.012221911942660337
33.0	0.013348226752303825
34.0	0.01491203574420553
35.0	0.016084892488131806
36.0	0.01686679698408266
37.0	0.01671786279437773
38.0	0.017834869217164664
39.0	0.019528995625058176
40.0	0.020292283347295915
41.0	0.019854789165037696
42.0	0.021288280740947595
43.0	0.021632691054640225
44.0	0.022358745229451735
45.0	0.023652611002513268
46.0	0.02313134133854603
47.0	0.024499674206460022
48.0	0.025011635483570698
49.0	0.025625989016103513
50.0	0.02663129479661175
51.0	0.02980545471469794
52.0	0.02574699804523876
53.0	0.028223028949083122
54.0	0.029926463743833197
55.0	0.02950758633528809
56.0	0.030038164386111888
57.0	0.03026156567066927
58.0	0.030494275342083217
59.0	0.03022433212324304
60.0	0.03048496695522666
61.0	0.029554128269570885
62.0	0.027906543795960158
63.0	0.02646374383319371
64.0	0.02557944708182072
65.0	0.02355952713394769
66.0	0.02193055943405008
67.0	0.018616773713115518
68.0	0.016922647305222003
69.0	0.014297682211672718
70.0	0.01154239970213162
71.0	0.009987899097086476
72.0	0.007651493996090478
73.0	0.00622731080703714
74.0	0.005268546960811691
75.0	0.0043190915014428
76.0	0.004365633435725588
77.0	0.0041329237643116445
78.0	0.0037978218374755653
79.0	0.0030066089546681557
80.0	0.002503956064414037
81.0	0.0022153960718607466
82.0	0.001628967699897608
83.0	0.0011821651307828353
84.0	8.84296751372987E-4
85.0	7.446709485246208E-4
86.0	6.050451456762543E-4
87.0	4.3749418225821473E-4
88.0	3.1648515312296383E-4
89.0	1.117006422786931E-4
90.0	1.3962580284836637E-4
91.0	7.446709485246207E-5
92.0	7.446709485246207E-5
93.0	2.7925160569673275E-5
94.0	1.8616773713115518E-5
95.0	1.8616773713115518E-5
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
