#Insert size (bp)	insert size
155.0	1.0
157.0	1.0
166.0	1.0
168.0	1.0
170.0	4.0
171.0	1.0
173.0	1.0
174.0	1.0
176.0	1.0
177.0	1.0
179.0	2.0
180.0	3.0
182.0	3.0
183.0	3.0
184.0	6.0
185.0	3.0
186.0	6.0
187.0	6.0
188.0	5.0
189.0	7.0
190.0	4.0
191.0	8.0
192.0	9.0
193.0	7.0
194.0	12.0
195.0	16.0
196.0	19.0
197.0	16.0
198.0	19.0
199.0	15.0
200.0	15.0
201.0	22.0
202.0	28.0
203.0	24.0
204.0	27.0
205.0	33.0
206.0	45.0
207.0	40.0
208.0	53.0
209.0	50.0
210.0	49.0
211.0	56.0
212.0	70.0
213.0	73.0
214.0	103.0
215.0	81.0
216.0	104.0
217.0	114.0
218.0	132.0
219.0	120.0
220.0	129.0
221.0	164.0
222.0	173.0
223.0	179.0
224.0	180.0
225.0	216.0
226.0	202.0
227.0	287.0
228.0	299.0
229.0	326.0
230.0	334.0
231.0	355.0
232.0	386.0
233.0	372.0
234.0	438.0
235.0	479.0
236.0	525.0
237.0	510.0
238.0	585.0
239.0	659.0
240.0	650.0
241.0	740.0
242.0	803.0
243.0	825.0
244.0	872.0
245.0	916.0
246.0	934.0
247.0	1038.0
248.0	1027.0
249.0	1157.0
250.0	1229.0
251.0	1245.0
252.0	1348.0
253.0	1400.0
254.0	1417.0
255.0	1564.0
256.0	1668.0
257.0	1697.0
258.0	1834.0
259.0	1962.0
260.0	2030.0
261.0	2053.0
262.0	2164.0
263.0	2214.0
264.0	2399.0
265.0	2399.0
266.0	2488.0
267.0	2694.0
268.0	2744.0
269.0	2834.0
270.0	2922.0
271.0	2960.0
272.0	3129.0
273.0	3181.0
274.0	3291.0
275.0	3371.0
276.0	3471.0
277.0	3569.0
278.0	3702.0
279.0	3726.0
280.0	3800.0
281.0	3960.0
282.0	3975.0
283.0	4060.0
284.0	4121.0
285.0	4259.0
286.0	4154.0
287.0	4336.0
288.0	4408.0
289.0	4455.0
290.0	4507.0
291.0	4499.0
292.0	4543.0
293.0	4670.0
294.0	4614.0
295.0	4593.0
296.0	4710.0
297.0	4702.0
298.0	4664.0
299.0	4768.0
300.0	4628.0
301.0	4549.0
302.0	4600.0
303.0	4714.0
304.0	4633.0
305.0	4635.0
306.0	4576.0
307.0	4512.0
308.0	4486.0
309.0	4681.0
310.0	4525.0
311.0	4329.0
312.0	4230.0
313.0	4152.0
314.0	4200.0
315.0	4153.0
316.0	4039.0
317.0	4048.0
318.0	3965.0
319.0	3867.0
320.0	3756.0
321.0	3654.0
322.0	3644.0
323.0	3525.0
324.0	3365.0
325.0	3251.0
326.0	3147.0
327.0	3103.0
328.0	2939.0
329.0	2917.0
330.0	2815.0
331.0	2756.0
332.0	2692.0
333.0	2559.0
334.0	2386.0
335.0	2354.0
336.0	2271.0
337.0	2080.0
338.0	2056.0
339.0	1958.0
340.0	1946.0
341.0	1805.0
342.0	1768.0
343.0	1631.0
344.0	1600.0
345.0	1547.0
346.0	1409.0
347.0	1341.0
348.0	1311.0
349.0	1215.0
350.0	1181.0
351.0	1082.0
352.0	1043.0
353.0	1006.0
354.0	943.0
355.0	873.0
356.0	803.0
357.0	769.0
358.0	733.0
359.0	630.0
360.0	648.0
361.0	592.0
362.0	568.0
363.0	492.0
364.0	462.0
365.0	363.0
366.0	369.0
367.0	367.0
368.0	342.0
369.0	312.0
370.0	311.0
371.0	286.0
372.0	290.0
373.0	220.0
374.0	220.0
375.0	203.0
376.0	187.0
377.0	190.0
378.0	164.0
379.0	150.0
380.0	141.0
381.0	127.0
382.0	101.0
383.0	104.0
384.0	82.0
385.0	75.0
386.0	68.0
387.0	73.0
388.0	55.0
389.0	65.0
390.0	56.0
391.0	48.0
392.0	34.0
393.0	26.0
394.0	41.0
395.0	29.0
396.0	19.0
397.0	29.0
398.0	25.0
399.0	21.0
400.0	23.0
401.0	8.0
402.0	11.0
403.0	12.0
404.0	8.0
405.0	11.0
406.0	12.0
407.0	6.0
408.0	7.0
409.0	6.0
410.0	2.0
411.0	10.0
412.0	6.0
413.0	2.0
414.0	6.0
415.0	1.0
416.0	2.0
417.0	1.0
418.0	3.0
419.0	2.0
420.0	3.0
421.0	1.0
422.0	1.0
428.0	1.0
430.0	1.0
432.0	1.0
434.0	1.0
444.0	1.0
460.0	1.0
464.0	1.0
465.0	1.0
488.0	1.0
