#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	9.326357218134169E-6
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	2.797907165440251E-5
11.0	0.0
12.0	2.797907165440251E-5
13.0	1.8652714436268338E-5
14.0	1.8652714436268338E-5
15.0	0.0
16.0	9.326357218134169E-6
17.0	3.7305428872536676E-5
18.0	9.32635721813417E-5
19.0	8.393721496320752E-5
20.0	1.6787442992641504E-4
21.0	3.264225026346959E-4
22.0	5.036232897792451E-4
23.0	9.326357218134168E-4
24.0	0.0014082799399382597
25.0	0.0025834009494231647
26.0	0.0028911707376215925
27.0	0.004346082463650524
28.0	0.0063046174794586995
29.0	0.007395801273980397
30.0	0.00921444093151656
31.0	0.01040821465543773
32.0	0.012077632597483751
33.0	0.012963636533206497
34.0	0.014978129692323474
35.0	0.015966723557445696
36.0	0.016694179420460163
37.0	0.017216455424675675
38.0	0.017999869430998947
39.0	0.0182050492897979
40.0	0.0204993331654589
41.0	0.020005036232897795
42.0	0.020993630098020015
43.0	0.02141331617283605
44.0	0.02250449996735775
45.0	0.02381018997789653
46.0	0.023744905477369595
47.0	0.024528319483692863
48.0	0.025218469917834795
49.0	0.02581535677979538
50.0	0.025778051350922843
51.0	0.02991895395577441
52.0	0.02579670406535911
53.0	0.028454715872527344
54.0	0.029723100454193598
55.0	0.02950859423817651
56.0	0.030898221463678502
57.0	0.02890238101899779
58.0	0.03131790753849453
59.0	0.03033864003059045
60.0	0.03034796638780858
61.0	0.029088908163360475
62.0	0.027979071654402502
63.0	0.027550059222368334
64.0	0.025526239706033217
65.0	0.02343713568917117
66.0	0.021655801460507537
67.0	0.019230948583792658
68.0	0.01721645542467568
69.0	0.013830987754492974
70.0	0.012058979883047478
71.0	0.009568842505805657
72.0	0.00782481370601457
73.0	0.006556429124348321
74.0	0.005166801898846329
75.0	0.00449530417914067
76.0	0.004402040606959328
77.0	0.003702563815599265
78.0	0.003926396388834485
79.0	0.003049718810329873
80.0	0.002909823452057861
81.0	0.0019585350158081755
82.0	0.0016507652276097479
83.0	0.0013523217966294548
84.0	8.673512212864777E-4
85.0	6.714977197056602E-4
86.0	5.875605047424527E-4
87.0	5.036232897792452E-4
88.0	2.704643593258909E-4
89.0	2.2383257323522007E-4
90.0	9.326357218134169E-5
91.0	6.528450052693918E-5
92.0	1.0258992939947587E-4
93.0	9.326357218134169E-6
94.0	2.797907165440251E-5
95.0	9.326357218134169E-6
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
