#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	9.301460329271696E-6
7.0	0.0
8.0	0.0
9.0	9.301460329271696E-6
10.0	1.8602920658543392E-5
11.0	0.0
12.0	1.8602920658543392E-5
13.0	0.0
14.0	9.301460329271696E-6
15.0	0.0
16.0	2.790438098781509E-5
17.0	2.790438098781509E-5
18.0	4.650730164635848E-5
19.0	1.1161752395126036E-4
20.0	9.301460329271697E-5
21.0	3.162496511952376E-4
22.0	5.766905404148452E-4
23.0	0.0010045577155613431
24.0	0.001432424890707841
25.0	0.0025486001302204445
26.0	0.00318109943261092
27.0	0.004567017021672403
28.0	0.005887824388428983
29.0	0.007738814993954051
30.0	0.009208445725978977
31.0	0.010845502743930797
32.0	0.012157008650358108
33.0	0.012715096270114409
34.0	0.014780020463212725
35.0	0.01694726071993303
36.0	0.016398474560506
37.0	0.016519393544786532
38.0	0.017942516975165104
39.0	0.019821411961677984
40.0	0.02001674262859269
41.0	0.01998883824760487
42.0	0.020584131708678264
43.0	0.02189563761510557
44.0	0.02266765882243512
45.0	0.022583945679471678
46.0	0.024221002697423492
47.0	0.023411775648776858
48.0	0.02607199330294856
49.0	0.026462654636777973
50.0	0.025495302762533718
51.0	0.029857687656962142
52.0	0.02598828015998512
53.0	0.02876011533810808
54.0	0.029746070133010883
55.0	0.030555297181657518
56.0	0.0292158868942424
57.0	0.030704120546925867
58.0	0.029950702260254862
59.0	0.031141289182401638
60.0	0.030025113942889033
61.0	0.02887173286205934
62.0	0.028769416798437357
63.0	0.025988280159985118
64.0	0.025644126127802064
65.0	0.023486187331411033
66.0	0.021551483582922523
67.0	0.019161008278299696
68.0	0.016742628592689053
69.0	0.01437075620872477
70.0	0.012110501348711748
71.0	0.009180541344991163
72.0	0.007748116454283322
73.0	0.006194772579294948
74.0	0.005236722165379965
75.0	0.004567017021672402
76.0	0.004306576132452795
77.0	0.003888010417635568
78.0	0.003794995814342852
79.0	0.003032276067342572
80.0	0.0026974234954887915
81.0	0.0020277183517812295
82.0	0.0016835643195981772
83.0	0.001320807366756581
84.0	8.743372709515395E-4
85.0	6.231978420612036E-4
86.0	6.511022230490187E-4
87.0	4.3716863547576965E-4
88.0	2.2323504790252072E-4
89.0	2.0463212724397732E-4
90.0	8.371314296344527E-5
91.0	7.441168263417357E-5
92.0	7.441168263417357E-5
93.0	4.650730164635848E-5
94.0	1.8602920658543392E-5
95.0	9.301460329271696E-6
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
